t_us,E_eV,f,s
0.05,35.481,0.0,0.0
0.1033,35.481,0.0,0.0
0.11013,35.481,0.0,0.0
0.1174,35.481,0.0,0.0
0.12515,35.481,0.0,0.0
0.13342,35.481,0.0,0.0
0.14223,35.481,0.0,0.0
0.15163,35.481,0.0,0.0
0.16164,35.481,0.0,0.0
0.17232,35.481,0.0,0.0
0.1837,35.481,748000.0,748000.0
0.19583,35.481,23210000.0,15133000.0
0.20877,35.481,65382000.0,15397000.0
0.22256,35.481,248400000.0,35447000.0
0.23726,35.481,782270000.0,77288000.0
0.25293,35.481,1776700000.0,124720000.0
0.26964,35.481,2920800000.0,151880000.0
0.28745,35.481,5745500000.0,214310000.0
0.30643,35.481,8088800000.0,249140000.0
0.32667,35.481,11554000000.0,294630000.0
0.34825,35.481,16311000000.0,352310000.0
0.37125,35.481,19848000000.0,373140000.0
0.39577,35.481,24887000000.0,408150000.0
0.42191,35.481,29543000000.0,434280000.0
0.44978,35.481,33130000000.0,443940000.0
0.47949,35.481,36721000000.0,455340000.0
0.51116,35.481,37793000000.0,442170000.0
0.54492,35.481,38479000000.0,427120000.0
0.58091,35.481,37147000000.0,404900000.0
0.61928,35.481,35706000000.0,378480000.0
0.66019,35.481,33905000000.0,359400000.0
0.70379,35.481,31016000000.0,325660000.0
0.75028,35.481,27773000000.0,288840000.0
0.79983,35.481,24841000000.0,265800000.0
0.85266,35.481,20745000000.0,232340000.0
0.90898,35.481,17254000000.0,201870000.0
0.96902,35.481,14138000000.0,178140000.0
1.033,35.481,11328000000.0,155190000.0
1.1013,35.481,9183500000.0,133160000.0
1.174,35.481,7494900000.0,117670000.0
1.2515,35.481,6210400000.0,103090000.0
1.3342,35.481,5087100000.0,90551000.0
1.4223,35.481,4258700000.0,79213000.0
1.5163,35.481,3620700000.0,70966000.0
1.6164,35.481,2993700000.0,61072000.0
1.7232,35.481,2368000000.0,50912000.0
1.837,35.481,2028500000.0,45845000.0
1.9583,35.481,1683100000.0,40394000.0
2.0877,35.481,1512200000.0,36294000.0
2.2256,35.481,1210800000.0,30149000.0
2.3726,35.481,1023400000.0,26507000.0
2.5293,35.481,874420000.0,24309000.0
2.6964,35.481,750550000.0,22066000.0
2.8745,35.481,653850000.0,19158000.0
3.0643,35.481,531140000.0,15828000.0
3.2667,35.481,444230000.0,15370000.0
3.4825,35.481,352240000.0,12892000.0
3.7125,35.481,274370000.0,10097000.0
3.9577,35.481,248970000.0,10432000.0
4.2191,35.481,191010000.0,8614300.0
4.4978,35.481,145620000.0,7047800.0
4.7949,35.481,115140000.0,6229000.0
5.1116,35.481,98870000.0,5121500.0
5.4492,35.481,74040000.0,4087000.0
5.8091,35.481,58340000.0,3383700.0
6.1928,35.481,43327000.0,3409800.0
6.6019,35.481,29654000.0,2476100.0
7.0379,35.481,24728000.0,2205700.0
7.5028,35.481,20921000.0,2069100.0
7.9983,35.481,14371000.0,1260300.0
8.5266,35.481,7888200.0,1042800.0
9.0898,35.481,6645400.0,868550.0
9.6902,35.481,5579800.0,863760.0
10.33,35.481,2911000.0,488460.0
11.013,35.481,2984700.0,662010.0
11.74,35.481,2296000.0,529230.0
12.515,35.481,1252500.0,355210.0
13.342,35.481,1541500.0,360870.0
14.223,35.481,1133500.0,235530.0
15.163,35.481,1625600.0,411920.0
16.164,35.481,800780.0,325840.0
17.232,35.481,631620.0,220500.0
18.37,35.481,1538000.0,517370.0
19.583,35.481,576430.0,173160.0
20.877,35.481,165400.0,49288.0
22.256,35.481,514290.0,168070.0
23.726,35.481,319030.0,110700.0
25.293,35.481,201130.0,76528.0
26.964,35.481,87762.0,28997.0
28.745,35.481,65236.0,33903.0
30.643,35.481,13453.0,7767.5
32.667,35.481,5785.6,4493.1
34.825,35.481,3946.4,3946.4
37.125,35.481,0.0,0.0
39.577,35.481,0.0,0.0
42.191,35.481,0.0,0.0
44.978,35.481,0.0,0.0
47.949,35.481,0.0,0.0
51.116,35.481,0.0,0.0
54.492,35.481,0.0,0.0
58.091,35.481,0.0,0.0
61.928,35.481,0.0,0.0
66.019,35.481,0.0,0.0
70.379,35.481,0.0,0.0
75.028,35.481,0.0,0.0
79.983,35.481,0.0,0.0
85.266,35.481,0.0,0.0
90.898,35.481,0.0,0.0
96.902,35.481,0.0,0.0
103.3,35.481,0.0,0.0
110.13,35.481,0.0,0.0
117.4,35.481,0.0,0.0
125.15,35.481,0.0,0.0
133.42,35.481,0.0,0.0
142.23,35.481,0.0,0.0
151.63,35.481,0.0,0.0
161.64,35.481,0.0,0.0
172.32,35.481,0.0,0.0
183.7,35.481,0.0,0.0
195.83,35.481,0.0,0.0
208.77,35.481,0.0,0.0
222.56,35.481,0.0,0.0
237.26,35.481,0.0,0.0
252.93,35.481,0.0,0.0
269.64,35.481,0.0,0.0
287.45,35.481,0.0,0.0
306.43,35.481,0.0,0.0
326.67,35.481,0.0,0.0
348.25,35.481,0.0,0.0
371.25,35.481,0.0,0.0
395.77,35.481,0.0,0.0
421.91,35.481,0.0,0.0
449.78,35.481,0.0,0.0
479.49,35.481,0.0,0.0
511.16,35.481,0.0,0.0
544.92,35.481,0.0,0.0
580.91,35.481,0.0,0.0
619.28,35.481,0.0,0.0
660.19,35.481,0.0,0.0
703.79,35.481,0.0,0.0
750.28,35.481,0.0,0.0
799.83,35.481,0.0,0.0
852.66,35.481,0.0,0.0
908.98,35.481,0.0,0.0
969.02,35.481,0.0,0.0
1033.0,35.481,0.0,0.0
1101.3,35.481,0.0,0.0
1174.0,35.481,0.0,0.0
1251.5,35.481,0.0,0.0
1334.2,35.481,0.0,0.0
1422.3,35.481,0.0,0.0
1516.3,35.481,0.0,0.0
1616.4,35.481,0.0,0.0
1723.2,35.481,0.0,0.0
1837.0,35.481,0.0,0.0
1958.3,35.481,0.0,0.0
2087.7,35.481,0.0,0.0
2225.6,35.481,0.0,0.0
2372.6,35.481,0.0,0.0
2529.3,35.481,0.0,0.0
2696.4,35.481,0.0,0.0
2874.5,35.481,0.0,0.0
3064.3,35.481,0.0,0.0
3266.7,35.481,0.0,0.0
3482.5,35.481,0.0,0.0
3712.5,35.481,0.0,0.0
3957.7,35.481,0.0,0.0
4219.1,35.481,0.0,0.0
4497.8,35.481,0.0,0.0
4794.9,35.481,0.0,0.0
5111.6,35.481,0.0,0.0
5449.2,35.481,0.0,0.0
5809.1,35.481,0.0,0.0
6192.8,35.481,0.0,0.0
6601.9,35.481,0.0,0.0
7037.9,35.481,0.0,0.0
7502.8,35.481,0.0,0.0
7998.3,35.481,0.0,0.0
8526.6,35.481,0.0,0.0
9089.8,35.481,0.0,0.0
9690.2,35.481,0.0,0.0
55000.0,35.481,0.0,0.0
550000.0,35.481,0.0,0.0
5500000.0,35.481,0.0,0.0
