t_us,E_eV,f,s
0.05,8912.5,0.0,0.0
0.1033,8912.5,891330000.0,9626300.0
0.11013,8912.5,774920000.0,8601600.0
0.1174,8912.5,684490000.0,7940100.0
0.12515,8912.5,580150000.0,6903800.0
0.13342,8912.5,498680000.0,6133800.0
0.14223,8912.5,430520000.0,5510700.0
0.15163,8912.5,363880000.0,4876000.0
0.16164,8912.5,303570000.0,4249900.0
0.17232,8912.5,262630000.0,3781900.0
0.1837,8912.5,225720000.0,3453500.0
0.19583,8912.5,184350000.0,2912700.0
0.20877,8912.5,152480000.0,2500700.0
0.22256,8912.5,129040000.0,2309800.0
0.23726,8912.5,103770000.0,1909400.0
0.25293,8912.5,84750000.0,1695000.0
0.26964,8912.5,66552000.0,1417500.0
0.28745,8912.5,54220000.0,1203700.0
0.30643,8912.5,46345000.0,1112300.0
0.32667,8912.5,35676000.0,920440.0
0.34825,8912.5,28053000.0,785490.0
0.37125,8912.5,21883000.0,669620.0
0.39577,8912.5,16217000.0,541660.0
0.42191,8912.5,11758000.0,440920.0
0.44978,8912.5,9007400.0,354890.0
0.47949,8912.5,7056600.0,307670.0
0.51116,8912.5,5017700.0,268950.0
0.54492,8912.5,3908600.0,230220.0
0.58091,8912.5,2401600.0,148660.0
0.61928,8912.5,1732800.0,111590.0
0.66019,8912.5,1356100.0,100210.0
0.70379,8912.5,879270.0,87048.0
0.75028,8912.5,554130.0,55080.0
0.79983,8912.5,420710.0,51116.0
0.85266,8912.5,240710.0,34903.0
0.90898,8912.5,280610.0,51829.0
0.96902,8912.5,114440.0,19615.0
1.033,8912.5,96309.0,18915.0
1.1013,8912.5,81372.0,18284.0
1.174,8912.5,87683.0,31531.0
1.2515,8912.5,53416.0,14620.0
1.3342,8912.5,32611.0,15963.0
1.4223,8912.5,73961.0,23815.0
1.5163,8912.5,46875.0,14390.0
1.6164,8912.5,40449.0,12956.0
1.7232,8912.5,23614.0,8338.0
1.837,8912.5,20702.0,10446.0
1.9583,8912.5,4855.8,2882.4
2.0877,8912.5,20594.0,14587.0
2.2256,8912.5,1689.9,1689.9
2.3726,8912.5,2902.7,2902.7
2.5293,8912.5,0.0,0.0
2.6964,8912.5,0.0,0.0
2.8745,8912.5,0.0,0.0
3.0643,8912.5,0.0,0.0
3.2667,8912.5,0.0,0.0
3.4825,8912.5,0.0,0.0
3.7125,8912.5,0.0,0.0
3.9577,8912.5,0.0,0.0
4.2191,8912.5,0.0,0.0
4.4978,8912.5,0.0,0.0
4.7949,8912.5,0.0,0.0
5.1116,8912.5,0.0,0.0
5.4492,8912.5,0.0,0.0
5.8091,8912.5,0.0,0.0
6.1928,8912.5,0.0,0.0
6.6019,8912.5,0.0,0.0
7.0379,8912.5,0.0,0.0
7.5028,8912.5,0.0,0.0
7.9983,8912.5,0.0,0.0
8.5266,8912.5,0.0,0.0
9.0898,8912.5,0.0,0.0
9.6902,8912.5,0.0,0.0
10.33,8912.5,0.0,0.0
11.013,8912.5,0.0,0.0
11.74,8912.5,0.0,0.0
12.515,8912.5,0.0,0.0
13.342,8912.5,0.0,0.0
14.223,8912.5,0.0,0.0
15.163,8912.5,0.0,0.0
16.164,8912.5,0.0,0.0
17.232,8912.5,0.0,0.0
18.37,8912.5,0.0,0.0
19.583,8912.5,0.0,0.0
20.877,8912.5,0.0,0.0
22.256,8912.5,0.0,0.0
23.726,8912.5,0.0,0.0
25.293,8912.5,0.0,0.0
26.964,8912.5,0.0,0.0
28.745,8912.5,0.0,0.0
30.643,8912.5,0.0,0.0
32.667,8912.5,0.0,0.0
34.825,8912.5,0.0,0.0
37.125,8912.5,0.0,0.0
39.577,8912.5,0.0,0.0
42.191,8912.5,0.0,0.0
44.978,8912.5,0.0,0.0
47.949,8912.5,0.0,0.0
51.116,8912.5,0.0,0.0
54.492,8912.5,0.0,0.0
58.091,8912.5,0.0,0.0
61.928,8912.5,0.0,0.0
66.019,8912.5,0.0,0.0
70.379,8912.5,0.0,0.0
75.028,8912.5,0.0,0.0
79.983,8912.5,0.0,0.0
85.266,8912.5,0.0,0.0
90.898,8912.5,0.0,0.0
96.902,8912.5,0.0,0.0
103.3,8912.5,0.0,0.0
110.13,8912.5,0.0,0.0
117.4,8912.5,0.0,0.0
125.15,8912.5,0.0,0.0
