t_us,E_eV,f,s
0.05,31623.0,0.0,0.0
0.1033,31623.0,229750000.0,2274500.0
0.11013,31623.0,202740000.0,2047600.0
0.1174,31623.0,171960000.0,1805600.0
0.12515,31623.0,149690000.0,1631600.0
0.13342,31623.0,128150000.0,1460900.0
0.14223,31623.0,109380000.0,1279800.0
0.15163,31623.0,92965000.0,1143500.0
0.16164,31623.0,77158000.0,987620.0
0.17232,31623.0,63215000.0,859720.0
0.1837,31623.0,50840000.0,737180.0
0.19583,31623.0,41858000.0,648810.0
0.20877,31623.0,32959000.0,547130.0
0.22256,31623.0,27027000.0,481080.0
0.23726,31623.0,20448000.0,394650.0
0.25293,31623.0,16949000.0,359310.0
0.26964,31623.0,12598000.0,289750.0
0.28745,31623.0,9655700.0,246220.0
0.30643,31623.0,7266400.0,204190.0
0.32667,31623.0,4870800.0,157330.0
0.34825,31623.0,3931600.0,136430.0
0.37125,31623.0,2726200.0,110680.0
0.39577,31623.0,1864200.0,87430.0
0.42191,31623.0,1250000.0,67249.0
0.44978,31623.0,882860.0,59328.0
0.47949,31623.0,582100.0,44298.0
0.51116,31623.0,359650.0,32225.0
0.54492,31623.0,260000.0,28262.0
0.58091,31623.0,190390.0,23627.0
0.61928,31623.0,113850.0,18012.0
0.66019,31623.0,125190.0,24287.0
0.70379,31623.0,126410.0,19138.0
0.75028,31623.0,106210.0,19712.0
0.79983,31623.0,107210.0,16671.0
0.85266,31623.0,66628.0,11320.0
0.90898,31623.0,31915.0,9517.1
0.96902,31623.0,24522.0,6915.2
1.033,31623.0,13767.0,5031.9
1.1013,31623.0,7526.6,3581.1
1.174,31623.0,1660.6,993.68
1.2515,31623.0,2139.2,1578.1
1.3342,31623.0,0.0,0.0
1.4223,31623.0,0.0,0.0
1.5163,31623.0,524.96,524.96
1.6164,31623.0,0.0,0.0
1.7232,31623.0,0.0,0.0
1.837,31623.0,0.0,0.0
1.9583,31623.0,0.0,0.0
2.0877,31623.0,0.0,0.0
2.2256,31623.0,0.0,0.0
2.3726,31623.0,0.0,0.0
2.5293,31623.0,0.0,0.0
2.6964,31623.0,0.0,0.0
2.8745,31623.0,0.0,0.0
3.0643,31623.0,0.0,0.0
3.2667,31623.0,0.0,0.0
3.4825,31623.0,0.0,0.0
3.7125,31623.0,0.0,0.0
3.9577,31623.0,0.0,0.0
4.2191,31623.0,0.0,0.0
4.4978,31623.0,0.0,0.0
4.7949,31623.0,0.0,0.0
5.1116,31623.0,0.0,0.0
5.4492,31623.0,0.0,0.0
5.8091,31623.0,0.0,0.0
6.1928,31623.0,0.0,0.0
6.6019,31623.0,0.0,0.0
7.0379,31623.0,0.0,0.0
7.5028,31623.0,0.0,0.0
7.9983,31623.0,0.0,0.0
8.5266,31623.0,0.0,0.0
9.0898,31623.0,0.0,0.0
9.6902,31623.0,0.0,0.0
10.33,31623.0,0.0,0.0
11.013,31623.0,0.0,0.0
11.74,31623.0,0.0,0.0
12.515,31623.0,0.0,0.0
13.342,31623.0,0.0,0.0
14.223,31623.0,0.0,0.0
15.163,31623.0,0.0,0.0
16.164,31623.0,0.0,0.0
17.232,31623.0,0.0,0.0
18.37,31623.0,0.0,0.0
19.583,31623.0,0.0,0.0
20.877,31623.0,0.0,0.0
22.256,31623.0,0.0,0.0
23.726,31623.0,0.0,0.0
25.293,31623.0,0.0,0.0
26.964,31623.0,0.0,0.0
28.745,31623.0,0.0,0.0
30.643,31623.0,0.0,0.0
32.667,31623.0,0.0,0.0
34.825,31623.0,0.0,0.0
37.125,31623.0,0.0,0.0
39.577,31623.0,0.0,0.0
42.191,31623.0,0.0,0.0
44.978,31623.0,0.0,0.0
47.949,31623.0,0.0,0.0
51.116,31623.0,0.0,0.0
54.492,31623.0,0.0,0.0
58.091,31623.0,0.0,0.0
61.928,31623.0,0.0,0.0
66.019,31623.0,0.0,0.0
70.379,31623.0,0.0,0.0
75.028,31623.0,0.0,0.0
79.983,31623.0,0.0,0.0
85.266,31623.0,0.0,0.0
90.898,31623.0,0.0,0.0
96.902,31623.0,0.0,0.0
103.3,31623.0,0.0,0.0
110.13,31623.0,0.0,0.0
117.4,31623.0,0.0,0.0
125.15,31623.0,0.0,0.0
133.42,31623.0,0.0,0.0
142.23,31623.0,0.0,0.0
151.63,31623.0,0.0,0.0
161.64,31623.0,0.0,0.0
172.32,31623.0,0.0,0.0
183.7,31623.0,0.0,0.0
195.83,31623.0,0.0,0.0
208.77,31623.0,0.0,0.0
222.56,31623.0,0.0,0.0
237.26,31623.0,0.0,0.0
252.93,31623.0,0.0,0.0
269.64,31623.0,0.0,0.0
287.45,31623.0,0.0,0.0
306.43,31623.0,0.0,0.0
326.67,31623.0,0.0,0.0
348.25,31623.0,0.0,0.0
371.25,31623.0,0.0,0.0
395.77,31623.0,0.0,0.0
421.91,31623.0,0.0,0.0
449.78,31623.0,0.0,0.0
479.49,31623.0,0.0,0.0
511.16,31623.0,0.0,0.0
544.92,31623.0,0.0,0.0
580.91,31623.0,0.0,0.0
619.28,31623.0,0.0,0.0
660.19,31623.0,0.0,0.0
703.79,31623.0,0.0,0.0
750.28,31623.0,0.0,0.0
799.83,31623.0,0.0,0.0
852.66,31623.0,0.0,0.0
908.98,31623.0,0.0,0.0
969.02,31623.0,0.0,0.0
1033.0,31623.0,0.0,0.0
1101.3,31623.0,0.0,0.0
1174.0,31623.0,0.0,0.0
1251.5,31623.0,0.0,0.0
1334.2,31623.0,0.0,0.0
1422.3,31623.0,0.0,0.0
1516.3,31623.0,0.0,0.0
1616.4,31623.0,0.0,0.0
1723.2,31623.0,0.0,0.0
1837.0,31623.0,0.0,0.0
1958.3,31623.0,0.0,0.0
2087.7,31623.0,0.0,0.0
2225.6,31623.0,0.0,0.0
2372.6,31623.0,0.0,0.0
2529.3,31623.0,0.0,0.0
2696.4,31623.0,0.0,0.0
2874.5,31623.0,0.0,0.0
3064.3,31623.0,0.0,0.0
3266.7,31623.0,0.0,0.0
3482.5,31623.0,0.0,0.0
3712.5,31623.0,0.0,0.0
3957.7,31623.0,0.0,0.0
4219.1,31623.0,0.0,0.0
4497.8,31623.0,0.0,0.0
4794.9,31623.0,0.0,0.0
5111.6,31623.0,0.0,0.0
5449.2,31623.0,0.0,0.0
5809.1,31623.0,0.0,0.0
6192.8,31623.0,0.0,0.0
6601.9,31623.0,0.0,0.0
7037.9,31623.0,0.0,0.0
7502.8,31623.0,0.0,0.0
7998.3,31623.0,0.0,0.0
8526.6,31623.0,0.0,0.0
9089.8,31623.0,0.0,0.0
9690.2,31623.0,0.0,0.0
55000.0,31623.0,0.0,0.0
550000.0,31623.0,0.0,0.0
5500000.0,31623.0,0.0,0.0
