t_us,E_eV,f,s
0.05,562340.0,0.0,0.0
0.1033,562340.0,869980.0,37061.0
0.11013,562340.0,537230.0,27990.0
0.1174,562340.0,378050.0,23742.0
0.12515,562340.0,254180.0,19623.0
0.13342,562340.0,168960.0,15628.0
0.14223,562340.0,86009.0,10080.0
0.15163,562340.0,77588.0,10086.0
0.16164,562340.0,42070.0,6394.6
0.17232,562340.0,57347.0,8894.5
0.1837,562340.0,27948.0,4575.1
0.19583,562340.0,25295.0,4935.1
0.20877,562340.0,19501.0,4140.1
0.22256,562340.0,12557.0,2723.6
0.23726,562340.0,11490.0,3496.3
0.25293,562340.0,11205.0,2877.5
0.26964,562340.0,4314.3,1820.6
0.28745,562340.0,3184.6,1396.1
0.30643,562340.0,528.79,473.16
0.32667,562340.0,1738.0,1298.6
0.34825,562340.0,0.0,0.0
0.37125,562340.0,0.0,0.0
0.39577,562340.0,0.0,0.0
0.42191,562340.0,0.0,0.0
0.44978,562340.0,0.0,0.0
0.47949,562340.0,0.0,0.0
0.51116,562340.0,0.0,0.0
0.54492,562340.0,0.0,0.0
0.58091,562340.0,0.0,0.0
0.61928,562340.0,0.0,0.0
0.66019,562340.0,0.0,0.0
0.70379,562340.0,0.0,0.0
0.75028,562340.0,0.0,0.0
0.79983,562340.0,0.0,0.0
0.85266,562340.0,0.0,0.0
0.90898,562340.0,0.0,0.0
0.96902,562340.0,0.0,0.0
1.033,562340.0,0.0,0.0
1.1013,562340.0,0.0,0.0
1.174,562340.0,0.0,0.0
1.2515,562340.0,0.0,0.0
1.3342,562340.0,0.0,0.0
1.4223,562340.0,0.0,0.0
1.5163,562340.0,0.0,0.0
1.6164,562340.0,0.0,0.0
1.7232,562340.0,0.0,0.0
1.837,562340.0,0.0,0.0
1.9583,562340.0,0.0,0.0
2.0877,562340.0,0.0,0.0
2.2256,562340.0,0.0,0.0
2.3726,562340.0,0.0,0.0
2.5293,562340.0,0.0,0.0
2.6964,562340.0,0.0,0.0
2.8745,562340.0,0.0,0.0
3.0643,562340.0,0.0,0.0
3.2667,562340.0,0.0,0.0
3.4825,562340.0,0.0,0.0
3.7125,562340.0,0.0,0.0
3.9577,562340.0,0.0,0.0
4.2191,562340.0,0.0,0.0
4.4978,562340.0,0.0,0.0
4.7949,562340.0,0.0,0.0
5.1116,562340.0,0.0,0.0
5.4492,562340.0,0.0,0.0
5.8091,562340.0,0.0,0.0
6.1928,562340.0,0.0,0.0
6.6019,562340.0,0.0,0.0
7.0379,562340.0,0.0,0.0
7.5028,562340.0,0.0,0.0
7.9983,562340.0,0.0,0.0
8.5266,562340.0,0.0,0.0
9.0898,562340.0,0.0,0.0
9.6902,562340.0,0.0,0.0
10.33,562340.0,0.0,0.0
11.013,562340.0,0.0,0.0
11.74,562340.0,0.0,0.0
12.515,562340.0,0.0,0.0
13.342,562340.0,0.0,0.0
14.223,562340.0,0.0,0.0
15.163,562340.0,0.0,0.0
