t_us,E_eV,f,s
0.05,0.019953,0.0,0.0
0.1033,0.019953,0.0,0.0
0.11013,0.019953,0.0,0.0
0.1174,0.019953,0.0,0.0
0.12515,0.019953,0.0,0.0
0.13342,0.019953,0.0,0.0
0.14223,0.019953,0.0,0.0
0.15163,0.019953,0.0,0.0
0.16164,0.019953,0.0,0.0
0.17232,0.019953,0.0,0.0
0.1837,0.019953,0.0,0.0
0.19583,0.019953,0.0,0.0
0.20877,0.019953,0.0,0.0
0.22256,0.019953,0.0,0.0
0.23726,0.019953,0.0,0.0
0.25293,0.019953,0.0,0.0
0.26964,0.019953,0.0,0.0
0.28745,0.019953,0.0,0.0
0.30643,0.019953,0.0,0.0
0.32667,0.019953,0.0,0.0
0.34825,0.019953,0.0,0.0
0.37125,0.019953,0.0,0.0
0.39577,0.019953,0.0,0.0
0.42191,0.019953,0.0,0.0
0.44978,0.019953,0.0,0.0
0.47949,0.019953,0.0,0.0
0.51116,0.019953,0.0,0.0
0.54492,0.019953,0.0,0.0
0.58091,0.019953,0.0,0.0
0.61928,0.019953,0.0,0.0
0.66019,0.019953,0.0,0.0
0.70379,0.019953,0.0,0.0
0.75028,0.019953,0.0,0.0
0.79983,0.019953,0.0,0.0
0.85266,0.019953,0.0,0.0
0.90898,0.019953,0.0,0.0
0.96902,0.019953,0.0,0.0
1.033,0.019953,0.0,0.0
1.1013,0.019953,0.0,0.0
1.174,0.019953,0.0,0.0
1.2515,0.019953,0.0,0.0
1.3342,0.019953,0.0,0.0
1.4223,0.019953,0.0,0.0
1.5163,0.019953,0.0,0.0
1.6164,0.019953,0.0,0.0
1.7232,0.019953,0.0,0.0
1.837,0.019953,0.0,0.0
1.9583,0.019953,0.0,0.0
2.0877,0.019953,0.0,0.0
2.2256,0.019953,0.0,0.0
2.3726,0.019953,0.0,0.0
2.5293,0.019953,0.0,0.0
2.6964,0.019953,0.0,0.0
2.8745,0.019953,0.0,0.0
3.0643,0.019953,0.0,0.0
3.2667,0.019953,0.0,0.0
3.4825,0.019953,0.0,0.0
3.7125,0.019953,0.0,0.0
3.9577,0.019953,0.0,0.0
4.2191,0.019953,0.0,0.0
4.4978,0.019953,0.0,0.0
4.7949,0.019953,0.0,0.0
5.1116,0.019953,0.0,0.0
5.4492,0.019953,0.0,0.0
5.8091,0.019953,0.0,0.0
6.1928,0.019953,0.0,0.0
6.6019,0.019953,0.0,0.0
7.0379,0.019953,70481000.0,49125000.0
7.5028,0.019953,1152400000.0,562260000.0
7.9983,0.019953,6162600000.0,1185700000.0
8.5266,0.019953,19684000000.0,2499900000.0
9.0898,0.019953,47190000000.0,3926200000.0
9.6902,0.019953,97725000000.0,5560600000.0
10.33,0.019953,142480000000.0,6597000000.0
11.013,0.019953,214540000000.0,7723400000.0
11.74,0.019953,314690000000.0,8905700000.0
12.515,0.019953,415570000000.0,9890600000.0
13.342,0.019953,551260000000.0,11080000000.0
14.223,0.019953,672910000000.0,11574000000.0
15.163,0.019953,783990000000.0,11917000000.0
16.164,0.019953,947530000000.0,12697000000.0
17.232,0.019953,1038800000000.0,12881000000.0
18.37,0.019953,1128300000000.0,12637000000.0
19.583,0.019953,1199800000000.0,12478000000.0
20.877,0.019953,1188200000000.0,11763000000.0
22.256,0.019953,1094100000000.0,10722000000.0
23.726,0.019953,919710000000.0,9473000000.0
25.293,0.019953,741570000000.0,8157300000.0
26.964,0.019953,570590000000.0,6961200000.0
28.745,0.019953,422350000000.0,5701800000.0
30.643,0.019953,310360000000.0,4717400000.0
32.667,0.019953,226250000000.0,3801100000.0
34.825,0.019953,168090000000.0,3227300000.0
37.125,0.019953,117120000000.0,2553100000.0
39.577,0.019953,85934000000.0,2122600000.0
42.191,0.019953,62836000000.0,1696600000.0
44.978,0.019953,42964000000.0,1366300000.0
47.949,0.019953,33302000000.0,1155600000.0
51.116,0.019953,22141000000.0,978630000.0
54.492,0.019953,16634000000.0,753540000.0
58.091,0.019953,12360000000.0,662480000.0
61.928,0.019953,7672800000.0,454230000.0
66.019,0.019953,6249600000.0,449970000.0
70.379,0.019953,4633700000.0,407300000.0
75.028,0.019953,2855700000.0,244160000.0
79.983,0.019953,2182500000.0,226330000.0
85.266,0.019953,1625300000.0,178940000.0
90.898,0.019953,1428300000.0,167960000.0
96.902,0.019953,734650000.0,128930000.0
103.3,0.019953,541860000.0,88432000.0
110.13,0.019953,450500000.0,83298000.0
117.4,0.019953,415400000.0,80172000.0
125.15,0.019953,241130000.0,54856000.0
133.42,0.019953,185450000.0,48051000.0
142.23,0.019953,118870000.0,36670000.0
151.63,0.019953,128500000.0,30197000.0
161.64,0.019953,120520000.0,34699000.0
172.32,0.019953,34737000.0,15684000.0
183.7,0.019953,72479000.0,27803000.0
195.83,0.019953,42703000.0,15634000.0
208.77,0.019953,17871000.0,8547900.0
222.56,0.019953,17724000.0,6774100.0
237.26,0.019953,15393000.0,7755000.0
252.93,0.019953,3145900.0,2261900.0
269.64,0.019953,20260000.0,8960900.0
287.45,0.019953,15591000.0,8690200.0
306.43,0.019953,0.0,0.0
326.67,0.019953,6548200.0,4055900.0
348.25,0.019953,5976600.0,4584000.0
371.25,0.019953,10883000.0,8820500.0
395.77,0.019953,4200200.0,3471900.0
421.91,0.019953,579040.0,579040.0
449.78,0.019953,1299200.0,918650.0
479.49,0.019953,2211400.0,1595300.0
511.16,0.019953,2061700.0,2061700.0
544.92,0.019953,3560600.0,3144000.0
580.91,0.019953,2348900.0,1840600.0
619.28,0.019953,2511700.0,1988300.0
660.19,0.019953,1916600.0,1916600.0
703.79,0.019953,1507900.0,1507900.0
750.28,0.019953,2059200.0,1262300.0
799.83,0.019953,5789200.0,2691400.0
852.66,0.019953,0.0,0.0
908.98,0.019953,3122900.0,1638600.0
969.02,0.019953,2660800.0,1588000.0
