t_us,E_eV,f,s
0.05,0.0039811,0.0,0.0
0.1033,0.0039811,0.0,0.0
0.11013,0.0039811,0.0,0.0
0.1174,0.0039811,0.0,0.0
0.12515,0.0039811,0.0,0.0
0.13342,0.0039811,0.0,0.0
0.14223,0.0039811,0.0,0.0
0.15163,0.0039811,0.0,0.0
0.16164,0.0039811,0.0,0.0
0.17232,0.0039811,0.0,0.0
0.1837,0.0039811,0.0,0.0
0.19583,0.0039811,0.0,0.0
0.20877,0.0039811,0.0,0.0
0.22256,0.0039811,0.0,0.0
0.23726,0.0039811,0.0,0.0
0.25293,0.0039811,0.0,0.0
0.26964,0.0039811,0.0,0.0
0.28745,0.0039811,0.0,0.0
0.30643,0.0039811,0.0,0.0
0.32667,0.0039811,0.0,0.0
0.34825,0.0039811,0.0,0.0
0.37125,0.0039811,0.0,0.0
0.39577,0.0039811,0.0,0.0
0.42191,0.0039811,0.0,0.0
0.44978,0.0039811,0.0,0.0
0.47949,0.0039811,0.0,0.0
0.51116,0.0039811,0.0,0.0
0.54492,0.0039811,0.0,0.0
0.58091,0.0039811,0.0,0.0
0.61928,0.0039811,0.0,0.0
0.66019,0.0039811,0.0,0.0
0.70379,0.0039811,0.0,0.0
0.75028,0.0039811,0.0,0.0
0.79983,0.0039811,0.0,0.0
0.85266,0.0039811,0.0,0.0
0.90898,0.0039811,0.0,0.0
0.96902,0.0039811,0.0,0.0
1.033,0.0039811,0.0,0.0
1.1013,0.0039811,0.0,0.0
1.174,0.0039811,0.0,0.0
1.2515,0.0039811,0.0,0.0
1.3342,0.0039811,0.0,0.0
1.4223,0.0039811,0.0,0.0
1.5163,0.0039811,0.0,0.0
1.6164,0.0039811,0.0,0.0
1.7232,0.0039811,0.0,0.0
1.837,0.0039811,0.0,0.0
1.9583,0.0039811,0.0,0.0
2.0877,0.0039811,0.0,0.0
2.2256,0.0039811,0.0,0.0
2.3726,0.0039811,0.0,0.0
2.5293,0.0039811,0.0,0.0
2.6964,0.0039811,0.0,0.0
2.8745,0.0039811,0.0,0.0
3.0643,0.0039811,0.0,0.0
3.2667,0.0039811,0.0,0.0
3.4825,0.0039811,0.0,0.0
3.7125,0.0039811,0.0,0.0
3.9577,0.0039811,0.0,0.0
4.2191,0.0039811,0.0,0.0
4.4978,0.0039811,0.0,0.0
4.7949,0.0039811,0.0,0.0
5.1116,0.0039811,0.0,0.0
5.4492,0.0039811,0.0,0.0
5.8091,0.0039811,0.0,0.0
6.1928,0.0039811,0.0,0.0
6.6019,0.0039811,0.0,0.0
7.0379,0.0039811,0.0,0.0
7.5028,0.0039811,0.0,0.0
7.9983,0.0039811,0.0,0.0
8.5266,0.0039811,0.0,0.0
9.0898,0.0039811,0.0,0.0
9.6902,0.0039811,0.0,0.0
10.33,0.0039811,0.0,0.0
11.013,0.0039811,0.0,0.0
11.74,0.0039811,0.0,0.0
12.515,0.0039811,0.0,0.0
13.342,0.0039811,0.0,0.0
14.223,0.0039811,0.0,0.0
15.163,0.0039811,18249.0,16234.0
16.164,0.0039811,177110000.0,107670000.0
17.232,0.0039811,6527300000.0,1906600000.0
18.37,0.0039811,10427000000.0,2214700000.0
19.583,0.0039811,39799000000.0,4326100000.0
20.877,0.0039811,77300000000.0,5812900000.0
22.256,0.0039811,131780000000.0,7458600000.0
23.726,0.0039811,196880000000.0,8820100000.0
25.293,0.0039811,303900000000.0,10636000000.0
26.964,0.0039811,390360000000.0,11555000000.0
28.745,0.0039811,523800000000.0,13043000000.0
30.643,0.0039811,641750000000.0,13798000000.0
32.667,0.0039811,757170000000.0,14613000000.0
34.825,0.0039811,873360000000.0,14934000000.0
37.125,0.0039811,1039900000000.0,15807000000.0
39.577,0.0039811,1097600000000.0,15586000000.0
42.191,0.0039811,1178500000000.0,15439000000.0
44.978,0.0039811,1162300000000.0,14644000000.0
47.949,0.0039811,1099200000000.0,13850000000.0
51.116,0.0039811,957990000000.0,12262000000.0
54.492,0.0039811,746840000000.0,10306000000.0
58.091,0.0039811,580930000000.0,8772100000.0
61.928,0.0039811,427420000000.0,7137900000.0
66.019,0.0039811,321960000000.0,6149400000.0
70.379,0.0039811,235110000000.0,5007700000.0
75.028,0.0039811,179890000000.0,4137400000.0
79.983,0.0039811,142550000000.0,3763300000.0
85.266,0.0039811,113510000000.0,3280500000.0
90.898,0.0039811,93106000000.0,2867700000.0
96.902,0.0039811,65514000000.0,2207800000.0
103.3,0.0039811,51045000000.0,1873400000.0
110.13,0.0039811,41555000000.0,1658000000.0
117.4,0.0039811,32599000000.0,1431100000.0
125.15,0.0039811,19813000000.0,1024300000.0
133.42,0.0039811,17148000000.0,986010000.0
142.23,0.0039811,14287000000.0,1062900000.0
151.63,0.0039811,10149000000.0,678980000.0
161.64,0.0039811,6894700000.0,536410000.0
172.32,0.0039811,6014700000.0,535300000.0
183.7,0.0039811,3633100000.0,392740000.0
195.83,0.0039811,1825800000.0,271310000.0
208.77,0.0039811,1815500000.0,253620000.0
222.56,0.0039811,1491200000.0,267670000.0
237.26,0.0039811,725400000.0,135360000.0
252.93,0.0039811,839920000.0,225770000.0
269.64,0.0039811,729810000.0,189380000.0
287.45,0.0039811,414340000.0,117260000.0
306.43,0.0039811,345930000.0,86034000.0
326.67,0.0039811,292850000.0,90814000.0
348.25,0.0039811,233290000.0,59092000.0
371.25,0.0039811,104790000.0,36623000.0
395.77,0.0039811,138680000.0,43824000.0
421.91,0.0039811,30053000.0,18146000.0
449.78,0.0039811,110370000.0,36742000.0
479.49,0.0039811,38033000.0,19465000.0
511.16,0.0039811,99769000.0,36346000.0
544.92,0.0039811,58439000.0,23796000.0
580.91,0.0039811,15336000.0,11330000.0
619.28,0.0039811,35677000.0,16871000.0
660.19,0.0039811,58138000.0,24778000.0
703.79,0.0039811,12704000.0,12704000.0
750.28,0.0039811,33281000.0,15958000.0
799.83,0.0039811,32334000.0,14770000.0
852.66,0.0039811,6264800.0,4855900.0
908.98,0.0039811,20312000.0,12334000.0
969.02,0.0039811,0.0,0.0
1033.0,0.0039811,10852000.0,8675500.0
1101.3,0.0039811,14711000.0,10549000.0
1174.0,0.0039811,0.0,0.0
1251.5,0.0039811,6406000.0,6406000.0
1334.2,0.0039811,0.0,0.0
1422.3,0.0039811,2783900.0,2783900.0
1516.3,0.0039811,4668200.0,3308300.0
1616.4,0.0039811,0.0,0.0
1723.2,0.0039811,0.0,0.0
1837.0,0.0039811,0.0,0.0
