t_us,E_eV,f,s
0.05,251190.0,0.0,0.0
0.1033,251190.0,13265000.0,212230.0
0.11013,251190.0,10064000.0,179140.0
0.1174,251190.0,7568200.0,152880.0
0.12515,251190.0,5250100.0,118130.0
0.13342,251190.0,3885400.0,98301.0
0.14223,251190.0,2845100.0,83646.0
0.15163,251190.0,1775600.0,63032.0
0.16164,251190.0,1242700.0,51947.0
0.17232,251190.0,866280.0,41581.0
0.1837,251190.0,515580.0,32739.0
0.19583,251190.0,380690.0,29351.0
0.20877,251190.0,217170.0,18568.0
0.22256,251190.0,115420.0,12766.0
0.23726,251190.0,99024.0,12269.0
0.25293,251190.0,63533.0,8907.3
0.26964,251190.0,51361.0,7468.0
0.28745,251190.0,42655.0,7643.7
0.30643,251190.0,40690.0,7173.7
0.32667,251190.0,33812.0,6512.3
0.34825,251190.0,31491.0,7406.6
0.37125,251190.0,10575.0,3208.5
0.39577,251190.0,9045.4,2701.8
0.42191,251190.0,8207.1,2726.4
0.44978,251190.0,1987.9,1267.9
0.47949,251190.0,1061.2,916.97
0.51116,251190.0,0.0,0.0
0.54492,251190.0,0.0,0.0
0.58091,251190.0,0.0,0.0
0.61928,251190.0,0.0,0.0
0.66019,251190.0,0.0,0.0
0.70379,251190.0,0.0,0.0
0.75028,251190.0,0.0,0.0
0.79983,251190.0,0.0,0.0
0.85266,251190.0,0.0,0.0
0.90898,251190.0,0.0,0.0
0.96902,251190.0,0.0,0.0
1.033,251190.0,0.0,0.0
1.1013,251190.0,0.0,0.0
1.174,251190.0,0.0,0.0
1.2515,251190.0,0.0,0.0
1.3342,251190.0,0.0,0.0
1.4223,251190.0,0.0,0.0
1.5163,251190.0,0.0,0.0
1.6164,251190.0,0.0,0.0
1.7232,251190.0,0.0,0.0
1.837,251190.0,0.0,0.0
1.9583,251190.0,0.0,0.0
2.0877,251190.0,0.0,0.0
2.2256,251190.0,0.0,0.0
2.3726,251190.0,0.0,0.0
2.5293,251190.0,0.0,0.0
2.6964,251190.0,0.0,0.0
2.8745,251190.0,0.0,0.0
3.0643,251190.0,0.0,0.0
3.2667,251190.0,0.0,0.0
3.4825,251190.0,0.0,0.0
3.7125,251190.0,0.0,0.0
3.9577,251190.0,0.0,0.0
4.2191,251190.0,0.0,0.0
4.4978,251190.0,0.0,0.0
4.7949,251190.0,0.0,0.0
5.1116,251190.0,0.0,0.0
5.4492,251190.0,0.0,0.0
5.8091,251190.0,0.0,0.0
6.1928,251190.0,0.0,0.0
6.6019,251190.0,0.0,0.0
7.0379,251190.0,0.0,0.0
7.5028,251190.0,0.0,0.0
7.9983,251190.0,0.0,0.0
8.5266,251190.0,0.0,0.0
9.0898,251190.0,0.0,0.0
9.6902,251190.0,0.0,0.0
10.33,251190.0,0.0,0.0
11.013,251190.0,0.0,0.0
11.74,251190.0,0.0,0.0
12.515,251190.0,0.0,0.0
13.342,251190.0,0.0,0.0
14.223,251190.0,0.0,0.0
15.163,251190.0,0.0,0.0
16.164,251190.0,0.0,0.0
17.232,251190.0,0.0,0.0
18.37,251190.0,0.0,0.0
19.583,251190.0,0.0,0.0
20.877,251190.0,0.0,0.0
22.256,251190.0,0.0,0.0
23.726,251190.0,0.0,0.0
25.293,251190.0,0.0,0.0
26.964,251190.0,0.0,0.0
28.745,251190.0,0.0,0.0
30.643,251190.0,0.0,0.0
32.667,251190.0,0.0,0.0
