t_us,E_eV,f,s
0.05,56234.0,0.0,0.0
0.1033,56234.0,99197000.0,1279600.0
0.11013,56234.0,82137000.0,1108800.0
0.1174,56234.0,68950000.0,965300.0
0.12515,56234.0,57420000.0,844070.0
0.13342,56234.0,48090000.0,750200.0
0.14223,56234.0,40178000.0,654900.0
0.15163,56234.0,33540000.0,583590.0
0.16164,56234.0,26271000.0,478130.0
0.17232,56234.0,21502000.0,421440.0
0.1837,56234.0,17222000.0,363370.0
0.19583,56234.0,13585000.0,307010.0
0.20877,56234.0,10276000.0,256890.0
0.22256,56234.0,8040400.0,216290.0
0.23726,56234.0,6083800.0,175820.0
0.25293,56234.0,4033700.0,137550.0
0.26964,56234.0,3162000.0,116990.0
0.28745,56234.0,2364600.0,99549.0
0.30643,56234.0,1616300.0,74186.0
0.32667,56234.0,1091100.0,59028.0
0.34825,56234.0,771090.0,47191.0
0.37125,56234.0,483040.0,38547.0
0.39577,56234.0,352810.0,30059.0
0.42191,56234.0,258730.0,32677.0
0.44978,56234.0,133870.0,17162.0
0.47949,56234.0,80869.0,14548.0
0.51116,56234.0,86457.0,15398.0
0.54492,56234.0,69646.0,14055.0
0.58091,56234.0,32601.0,9526.0
0.61928,56234.0,49067.0,12546.0
0.66019,56234.0,21074.0,4781.7
0.70379,56234.0,13872.0,3856.5
0.75028,56234.0,11421.0,3055.1
0.79983,56234.0,13552.0,3720.1
0.85266,56234.0,10296.0,4002.9
0.90898,56234.0,2134.8,1131.7
0.96902,56234.0,703.69,443.68
1.033,56234.0,1526.8,1342.1
1.1013,56234.0,0.0,0.0
1.174,56234.0,0.0,0.0
1.2515,56234.0,0.0,0.0
1.3342,56234.0,0.0,0.0
1.4223,56234.0,0.0,0.0
1.5163,56234.0,0.0,0.0
1.6164,56234.0,0.0,0.0
1.7232,56234.0,0.0,0.0
1.837,56234.0,0.0,0.0
1.9583,56234.0,0.0,0.0
2.0877,56234.0,0.0,0.0
2.2256,56234.0,0.0,0.0
2.3726,56234.0,0.0,0.0
2.5293,56234.0,0.0,0.0
2.6964,56234.0,0.0,0.0
2.8745,56234.0,0.0,0.0
3.0643,56234.0,0.0,0.0
3.2667,56234.0,0.0,0.0
3.4825,56234.0,0.0,0.0
3.7125,56234.0,0.0,0.0
3.9577,56234.0,0.0,0.0
