,formula,thickness,density,height,transmission,mu_per_cm,transmission (2.53 Å),mu_per_cm (2.53 Å)
170,Ni8805Co970Cr3936Al370Mo671Ti480Nb280Fe1720,2.068748171434239,8.24296,11.0452,68.9683232276549,1.7958825321962697,70.653706,1.6791779070171045
171,Ni8873Co994Cr4172Al378Mo638Ti417Nb214Fe1764,2.106121451446379,8.24296,11.1102,68.41458387333739,1.802290030821426,70.124333,1.6850895922131721
172,Ni8801Co1037Cr3995Al386Mo718Ti491Nb258Fe1618,2.1447133463876,8.24296,11.1752,67.89112501106433,1.8056719205743197,69.635744,1.6873685607791287
173,Ni8857Co1053Cr3955Al386Mo687Ti451Nb205Fe1659,2.1405757260596596,8.24296,11.2401,67.6980520812827,1.8224666127754539,69.449787,1.7031221054635308
174,Ni8837Co1015Cr3911Al376Mo693Ti453Nb241Fe1701,2.141733533549934,8.24296,11.3051,67.86380661051797,1.810063329897315,69.59836,1.6922235024400865
175,Ni8855Co1039Cr4036Al386Mo710Ti484Nb234Fe1633,2.140921514701068,8.24296,11.3701,67.89286314253519,1.8087504032540014,69.636441,1.6903103434455373
176,Ni8838Co1053Cr4048Al395Mo682Ti474Nb225Fe1646,2.086439218889886,8.24296,11.4351,68.47046130312926,1.815378814516569,70.198016,1.6959522916379945
177,Ni8881Co1085Cr4042Al393Mo697Ti449Nb199Fe1606,2.162757034184555,8.24296,11.5,67.37669100160022,1.825776323824458,69.149165,1.70571264972519
178,Ni8842Co1102Cr4035Al405Mo729Ti482Nb216Fe1559,2.136274720149147,8.24296,11.565,67.73846918088424,1.8233419776567148,69.506226,1.702748486722857
179,Ni8795Co1095Cr3989Al404Mo707Ti474Nb221Fe1558,2.174043217928592,8.24296,11.63,67.24249013126942,1.825468975867114,69.026094,1.70505156434151
180,Ni8923Co1117Cr4015Al410Mo686Ti445Nb168Fe1585,2.1739930255404114,8.24296,11.695,67.0309312105082,1.8400059640094009,68.822533,1.7186760755233248
181,Ni8755Co1099Cr4024Al415Mo750Ti529Nb226Fe1509,2.1797697702931824,8.24296,11.7599,67.28694778544097,1.8176410845170616,69.07478,1.697337513208203
182,Ni8666Co1106Cr4004Al410Mo758Ti699Nb245Fe1467,2.138268960959735,8.24296,11.8249,67.84980102154243,1.8139613837925694,69.629878,1.6928479801298815
183,Ni8898Co1145Cr3996Al406Mo720Ti467Nb187Fe1522,2.1455698020466225,8.24296,11.8899,67.36077082156966,1.841503233451176,69.151059,1.7192487194268977
184,Ni8883Co1134Cr4008Al401Mo713Ti436Nb190Fe1557,2.1488011821617157,8.24296,11.9548,67.36244682227853,1.8386181813131597,69.148566,1.716831080892903
185,Ni8854Co1140Cr3968Al410Mo735Ti490Nb204Fe1508,2.175563687104523,8.24296,12.0198,67.0597569385041,1.8367013195833242,68.860928,1.714871661816677
186,Ni8677Co1106Cr3953Al399Mo768Ti583Nb263Fe1463,2.1770588167619604,8.24296,12.0848,67.35269615156041,1.815418347653349,69.144507,1.6948167141850403
187,Ni8816Co1134Cr3809Al408Mo729Ti498Nb210Fe1491,2.1770924726153855,8.24296,12.1498,66.94183601751132,1.843495707328622,68.745591,1.7213673149894835
188,Ni8769Co1137Cr3928Al398Mo749Ti516Nb226Fe1486,2.1770879566684322,8.24296,12.2147,67.09848636932644,1.8327633427804444,68.901225,1.7109838286282881
189,Ni8826Co1129Cr3861Al400Mo727Ti478Nb211Fe1517,2.1749358861351826,8.24296,12.2797,67.01973294555384,1.8399764836092585,68.818476,1.718202053548251
190,Ni8794Co1138Cr3712Al411Mo765Ti533Nb240Fe1459,2.1469960303148143,8.24296,12.3447,67.35131390765152,1.8409338866497833,69.143414,1.71862159701381
191,Ni8857Co1156Cr3875Al409Mo735Ti530Nb220Fe1471,2.1640654235400074,8.24296,12.4096,67.10457043457005,1.8433732465377617,68.909286,1.7207392991122716
192,Ni8835Co1148Cr3764Al410Mo733Ti493Nb200Fe1491,2.1800852169697675,8.24296,12.4746,66.80929906881072,1.8500556968027861,68.61995,1.7273952150000502
193,Ni8866Co1141Cr3889Al405Mo725Ti471Nb193Fe1508,2.16027841875337,8.24296,12.5396,67.13396929087374,1.8445771522117729,68.931185,1.722284936306769
194,Ni8884Co1147Cr3799Al411Mo712Ti471Nb199Fe1514,2.2133800363563987,8.24296,12.6046,66.38400560026457,1.851078582557291,68.20574,1.7287653009074013
195,Ni8894Co1155Cr3851Al411Mo716Ti475Nb178Fe1496,2.229083986759374,8.24296,12.6695,66.16738259997729,1.8527007366693893,67.999379,1.7301798204890098
196,Ni8862Co1160Cr3899Al405Mo734Ti455Nb185Fe1505,2.1535140791936827,8.24296,12.7345,67.16158781884948,1.8484611527488475,68.962695,1.7255725577098031
197,Ni8725Co1127Cr3943Al392Mo758Ti541Nb255Fe1466,2.196001949585783,8.24296,12.7995,66.9892071271931,1.8244003257945152,68.795567,1.7032356293435122
198,Ni8884Co1164Cr3918Al403Mo730Ti480Nb207Fe1482,2.2026780543053954,8.24296,12.8644,66.58749569646858,1.846177100551952,68.409221,1.7236407279857093
199,Ni8827Co1143Cr3736Al413Mo731Ti507Nb213Fe1502,2.240234308779196,8.24296,12.9294,66.10303858088236,1.8478222082002027,67.935424,1.7257684946443643
200,Ni8825Co1154Cr3868Al402Mo719Ti493Nb196Fe1491,2.2491931844865882,8.24296,12.9944,65.99339561919463,1.847842676258816,67.833881,1.725544958845593
201,Ni8665Co1121Cr3732Al413Mo750Ti534Nb261Fe1469,2.253826204233876,8.24296,13.0594,66.16984090940942,1.8321971830035486,68.00091,1.7110862311571922
202,Ni8806Co1141Cr3627Al409Mo744Ti496Nb222Fe1469,2.2595393465259295,8.24296,13.1243,65.81855641260192,1.8511223347730035,67.659217,1.7290541803217694
203,Ni8834Co1156Cr3602Al417Mo722Ti488Nb200Fe1478,2.2211000486997063,8.24296,13.1893,66.13064818084344,1.8618606711390373,67.963994,1.738742571604113
204,Ni8819Co1158Cr3554Al407Mo740Ti494Nb203Fe1477,2.2444543769502223,8.24296,13.2543,65.83988477748125,1.8621201836455648,67.683237,1.7390936872151839
205,Ni8845Co1156Cr3625Al402Mo729Ti477Nb182Fe1486,2.260544522864595,8.24296,13.3192,65.63593282206281,1.8625905365243698,67.484637,1.7397145246936347
206,Ni8832Co1156Cr3530Al411Mo741Ti497Nb182Fe1467,2.2262444427757067,8.24296,13.3842,66.00617012399826,1.8660213300120736,67.843646,1.7426857733606032
207,Ni8770Co1176Cr3563Al415Mo769Ti493Nb191Fe1448,2.202787178485773,8.24296,13.4492,66.3331788922275,1.8634572699595326,68.168087,1.739585498531949
208,Ni8774Co1147Cr3636Al408Mo760Ti526Nb213Fe1452,2.241940325377427,8.24296,13.5142,66.04051489492791,1.8506369931308915,67.878585,1.7281886902320287
209,Ni8689Co1127Cr3883Al402Mo776Ti521Nb236Fe1486,2.238715116198929,8.24296,13.5791,66.44113617167636,1.826287756370773,68.26532,1.705300980395024
210,Ni8857Co1164Cr3924Al407Mo767Ti503Nb209Fe1456,2.222795041699834,8.24296,13.6441,66.42524183950414,1.8404443319505048,68.254573,1.7182229730573562
211,Ni8713Co1166Cr3882Al414Mo774Ti514Nb216Fe1429,2.2628162196303085,8.24296,13.7091,65.95938552322941,1.8389960290640497,67.810059,1.7167087448136853
212,Ni8846Co1171Cr3931Al406Mo723Ti477Nb191Fe1489,2.2249659431363544,8.24296,13.7741,66.27210428470612,1.8490221320422315,68.107527,1.7262396824137134
213,Ni8782Co1140Cr3963Al405Mo750Ti475Nb211Fe1494,2.2387188081925338,8.24296,13.839,66.33500938640772,1.8334253574727772,68.162267,1.7120463840345033
214,Ni8843Co1148Cr3750Al424Mo733Ti486Nb191Fe1483,2.239627028276221,8.24296,13.904,66.05669560858367,1.8514546534054388,67.89151,1.7291236048267804
215,Ni8839Co1151Cr3881Al399Mo718Ti489Nb180Fe1495,2.2372832718090376,8.24296,13.969,66.12036733218989,1.8490879663080428,67.955671,1.7267129080874846
216,Ni8810Co1185Cr3879Al403Mo753Ti498Nb195Fe1436,2.2240343397781612,8.24296,14.0339,66.25391294104465,1.851031039592389,68.09617,1.7277126003137457
217,Ni8810Co1179Cr3915Al408Mo767Ti509Nb212Fe1425,2.2304702937080223,8.24296,14.0989,66.28408337418693,1.8436487970657611,68.12445,1.720865808051933
218,Ni8855Co1334Cr3997Al437Mo775Ti520Nb140Fe1245,2.204520554092253,8.24296,14.1639,65.9928600524831,1.8853243625472929,67.887066,1.7569564269112863
219,Ni8874Co1311Cr3948Al434Mo779Ti517Nb142Fe1264,2.245013376850572,8.25708,14.2289,65.49485365852304,1.8850605564152503,67.397614,1.757497631677495
220,Ni8780Co1295Cr3931Al453Mo792Ti539Nb156Fe1261,2.2390165819435257,8.25708,14.2938,65.69266877979271,1.8766402018494055,67.589005,1.7495398080381712
221,Ni8789Co1298Cr4050Al428Mo811Ti592Nb176Fe1240,2.2428470795707787,8.25708,14.3588,65.79579915436621,1.866441079049272,67.692255,1.7397459592360769
222,Ni8827Co1354Cr4023Al442Mo792Ti542Nb129Fe1219,2.2455847363409447,8.25708,14.4238,65.41471178004872,1.8900333404869447,67.335335,1.761167341289044
223,Ni8833Co1361Cr4049Al440Mo797Ti543Nb133Fe1199,2.2348815302779226,8.25708,14.4887,65.55223332382765,1.8896881114199797,67.470609,1.7606217592512847
224,Ni8794Co1371Cr3930Al438Mo799Ti563Nb140Fe1164,2.2096032469679554,8.25708,14.5537,65.75180023117886,1.8975494172472043,67.668027,1.767540814868623
225,Ni8843Co1383Cr4010Al444Mo825Ti547Nb132Fe1147,2.2487189714013947,8.25708,14.6187,65.31476708551473,1.8941986014765155,67.246667,1.7645723414933894
226,Ni8866Co1399Cr4004Al453Mo811Ti544Nb133Fe1133,2.200869159087946,8.25708,14.6836,65.81968342032657,1.900391263772759,67.738478,1.769827186243532
227,Ni8816Co1405Cr4001Al450Mo842Ti584Nb132Fe1084,2.221998382971637,8.25708,14.7486,65.59398971696568,1.8977786736266073,67.52592,1.7671419782655642
228,Ni8882Co1413Cr3823Al459Mo813Ti535Nb112Fe1109,2.1883977544985176,8.25708,14.8136,65.73648363974145,1.9170011814342995,67.659816,1.7852227334628397
229,Ni8869Co1415Cr3973Al458Mo817Ti536Nb115Fe1102,2.2032328111171493,8.25708,14.8785,65.67997905687781,1.9079964567923628,67.607603,1.7767061967945643
230,Ni8864Co1406Cr3928Al452Mo810Ti548Nb119Fe1102,2.2263885853759096,8.25708,14.9435,65.37983272110016,1.9087249460871971,67.315144,1.7776993421660037
231,Ni8784Co1417Cr3936Al442Mo830Ti537Nb133Fe1103,2.191690480956386,8.25708,15.0085,65.85261786177689,1.906067518631716,67.777814,1.7745903224489423
232,Ni8777Co1431Cr3869Al466Mo849Ti575Nb115Fe1048,2.2218159967361575,8.25708,15.0734,65.38684970679284,1.9121701490446268,67.33303,1.7801621862325938
233,Ni8833Co1442Cr3856Al464Mo824Ti546Nb107Fe1056,2.2320586621396283,8.25708,15.1384,65.13396115656185,1.9207563999975985,67.087648,1.7883501414375023
234,Ni8825Co1435Cr3871Al461Mo858Ti577Nb116Fe1048,2.237293394240871,8.25708,15.2034,65.19362874550445,1.9121695954528617,67.14502,1.7803450773040619
235,Ni8864Co1459Cr3911Al460Mo819Ti540Nb97Fe1071,2.235605068269839,8.25708,15.2684,65.04975358350688,1.9234961275096263,67.009033,1.7907579494751855
236,Ni8795Co1461Cr3916Al460Mo861Ti578Nb112Fe1009,2.2189559868432918,8.25708,15.3333,65.36270609456477,1.916299087945061,67.317598,1.783489622963541
237,Ni8732Co1468Cr3943Al466Mo854Ti598Nb119Fe999,2.2014136519790624,8.25708,15.3983,65.59708059107953,1.9153101636943854,67.549617,1.7820721295129676
238,Ni8866Co1467Cr3776Al476Mo853Ti544Nb104Fe1023,2.2579077905661618,8.25708,15.4633,64.70786944130207,1.9278349806872839,66.679567,1.7948989038486005
239,Ni8683Co1454Cr3916Al450Mo873Ti650Nb147Fe990,2.258895112299358,8.25708,15.5282,65.01139787344206,1.9062752281905284,66.982521,1.774046431139894
240,Ni8776Co1439Cr3844Al473Mo846Ti591Nb104Fe1015,2.262851984528546,8.25708,15.5932,64.80238161015957,1.9171728112496442,66.770442,1.7849584999920922
241,Ni8838Co1460Cr3824Al474Mo852Ti569Nb93Fe1026,2.2308755725953002,8.25708,15.6582,65.0928938189196,1.924602187291594,67.05329,1.7915948092945997
242,Ni8829Co1483Cr3837Al464Mo834Ti563Nb97Fe1027,2.2323673276552465,8.25708,15.7231,64.97967901201542,1.9311140698728997,66.949451,1.7973400213455397
243,Ni8811Co1479Cr3860Al460Mo841Ti566Nb96Fe1019,2.2307074847923016,8.25708,15.7881,65.04153643060357,1.9282855376748025,67.00963,1.7946496719603566
244,Ni8880Co1482Cr3898Al456Mo817Ti528Nb94Fe1029,2.239205935358958,8.25708,15.8531,64.88629357687698,1.931639116852269,66.856236,1.7980731337056417
245,Ni8772Co1448Cr3655Al471Mo873Ti618Nb119Fe1011,2.2389154811840153,8.25708,15.918,65.00117189440302,1.923989050638536,66.9642,1.7910994904887356
246,Ni8835Co1450Cr3705Al460Mo831Ti559Nb104Fe1040,2.2282365197964973,8.25708,15.983,65.03273069091182,1.9310315126649995,66.991023,1.7978861628438874
247,Ni8904Co1465Cr3711Al471Mo830Ti541Nb91Fe1049,2.2574388679474664,8.25708,16.048,64.59466541195012,1.9359919933030123,66.566911,1.8027622785880004
248,Ni8805Co1452Cr3801Al458Mo886Ti597Nb116Fe1015,2.2618522542617088,8.25708,16.1129,64.82847077607158,1.9162406142000465,66.797036,1.7839868936051253
249,Ni8855Co1476Cr3675Al470Mo845Ti546Nb97Fe1025,2.2632898460102417,8.25708,16.1779,64.49703168035542,1.9376704423343212,66.477227,1.8040585867676469
250,Ni8833Co1465Cr3602Al463Mo854Ti575Nb102Fe1019,2.265222366873683,8.25708,16.2429,64.47973023826925,1.9372017417158522,66.459049,1.8037268150717503
251,Ni8814Co1467Cr3597Al468Mo864Ti603Nb111Fe1002,2.2350047877658805,8.25708,16.3078,64.89004651693843,1.9350112485853974,66.85889,1.8012753672487616
252,Ni8791Co1483Cr3630Al463Mo884Ti577Nb106Fe990,2.2381064182664816,8.25708,16.3728,64.84541598808883,1.9354037885389632,66.820216,1.8013643730662066
253,Ni8845Co1427Cr3682Al456Mo835Ti561Nb121Fe1079,2.261265154312694,8.25708,16.4378,64.7323499662067,1.92329992408087,66.692601,1.7913696144050988
254,Ni8805Co1421Cr3667Al457Mo858Ti578Nb126Fe1053,2.2578646971079395,8.25708,16.5027,64.83796563976054,1.918976213448971,66.79596,1.7872088918047664
255,Ni8796Co1481Cr3755Al458Mo831Ti533Nb115Fe1044,2.261292989638201,8.25708,16.5677,64.58749897905525,1.9331829629555775,66.568074,1.7996124102894573
256,Ni8832Co1490Cr3901Al468Mo851Ti553Nb98Fe984,2.178893040104929,8.25708,16.6327,65.69456435029473,1.928291066064759,67.64404,1.7940804278805556
257,Ni8847Co1485Cr3931Al463Mo855Ti569Nb92Fe997,2.225110877150302,8.25708,16.6977,65.1587140201648,1.9250462643124104,67.124248,1.7914830235869004
258,Ni8768Co1469Cr3885Al462Mo886Ti650Nb126Fe976,2.264606671628302,8.25708,16.7626,64.83943003967147,1.913163485938716,66.816412,1.7805363379474584
259,Ni8875Co1474Cr3987Al476Mo829Ti559Nb99Fe1019,2.2600177366612644,8.25708,16.8276,64.78003099901683,1.9211034792976676,66.75336,1.7883291194564903
260,Ni8842Co1479Cr3926Al472Mo859Ti578Nb97Fe1003,2.2256045582965314,8.25708,16.8926,65.19635176714664,1.922024609079799,67.159407,1.7887327827138804
261,Ni8843Co1482Cr3879Al464Mo841Ti564Nb93Fe1015,2.2416166279419363,8.25708,16.9575,64.90193564125858,1.9284864876240053,66.874082,1.7949488014743802
262,Ni8883Co1477Cr3834Al478Mo848Ti552Nb89Fe998,2.2428553486710032,8.25708,17.0225,64.86202015451225,1.9301643303290457,66.832284,1.7967450688237732
263,Ni8874Co1480Cr3833Al467Mo841Ti545Nb89Fe1008,2.2431504905277992,8.25708,17.0875,64.8308687814455,1.9320519412500967,66.802781,1.7984770806911736
264,Ni8681Co1468Cr4023Al456Mo921Ti658Nb131Fe957,2.217309617059054,8.25708,17.1524,65.6207726421357,1.899950646458057,67.577644,1.7674255533819672
265,Ni8924Co1490Cr3973Al468Mo799Ti522Nb92Fe1035,2.1938748472916525,8.25708,17.2174,65.45119324637804,1.9320403025841142,67.403578,1.79806101479494
266,Ni8837Co1475Cr3843Al476Mo879Ti583Nb102Fe988,2.226058764116009,8.25708,17.2824,65.18221442716168,1.9226066536364848,67.144615,1.7893573442528898
267,Ni8832Co1556Cr3822Al487Mo898Ti625Nb79Fe850,2.263996485814674,8.25708,17.3473,64.39588569975476,1.9439979007300479,66.407256,1.8081470573496612
268,Ni8575Co1517Cr3739Al468Mo867Ti607Nb78Fe839,2.2565824899498663,8.2712,17.4123,64.44026998893617,1.9473315948907124,66.451622,1.8111280824726075
269,Ni8905Co1574Cr3998Al490Mo865Ti573Nb65Fe868,2.2550990454252284,8.2712,17.4773,64.43978483924869,1.9486459697100114,66.450643,1.8123848052542115
270,Ni8865Co1613Cr3954Al502Mo933Ti641Nb57Fe761,2.2521862507546246,8.2712,17.5422,64.42645255044891,1.9520849271582277,66.452489,1.8146054512987173
271,Ni8879Co1642Cr3908Al503Mo933Ti611Nb51Fe742,2.250069471285973,8.2712,17.6072,64.29365499962172,1.963091554850944,66.329162,1.8245682703143067
272,Ni8790Co1620Cr3915Al504Mo959Ti661Nb56Fe731,2.245842240054367,8.2712,17.6722,64.50543353584366,1.9521439086390175,66.534755,1.8142224596407535
273,Ni8972Co1665Cr3841Al503Mo896Ti568Nb44Fe758,2.2264441989773327,8.2712,17.7371,64.35695960143778,1.9795021392493801,66.389884,1.83981925393771
274,Ni8807Co1669Cr3998Al506Mo953Ti646Nb46Fe683,2.2031241517950972,8.2712,17.8021,64.90244536011177,1.962144910187342,66.931019,1.822446836700032
275,Ni8882Co1673Cr3978Al517Mo945Ti647Nb40Fe690,2.1813789366318703,8.2712,17.8671,65.12211434326777,1.966214989986411,67.141067,1.8262498812423762
276,Ni8876Co1694Cr3910Al511Mo905Ti607Nb40Fe704,2.1705536085231376,8.2712,17.932,65.05151226539515,1.9810187220106614,67.075938,1.8398292668754666
277,Ni8859Co1683Cr3846Al513Mo944Ti633Nb38Fe685,2.1319082663830953,8.2712,17.997,65.60110045822937,1.9774664864736207,67.6064,1.8362306626281826
278,Ni8913Co1689Cr3897Al514Mo946Ti616Nb31Fe684,2.134826379667021,8.2712,18.062,65.56693927102857,1.9772033717736548,67.572381,1.8360783586275724
279,Ni8911Co1709Cr3951Al517Mo930Ti602Nb32Fe673,2.1529748503539117,8.2712,18.127,65.2835474850622,1.9806554365304918,67.303106,1.8391473489673686
280,Ni8877Co1728Cr4030Al526Mo950Ti653Nb26Fe641,2.1963972239036402,8.2712,18.1919,64.77991794888726,1.976757820180907,66.82409,1.8353080095295953
281,Ni8968Co1741Cr4059Al523Mo928Ti602Nb23Fe637,2.2011415142115465,8.2712,18.2569,64.62561895299856,1.9833312523410267,66.672695,1.8416566339736873
282,Ni8784Co1707Cr4037Al514Mo1014Ti699Nb36Fe620,2.2078042428442335,8.2712,18.3219,64.85901392528433,1.9610175573907012,66.901444,1.8205854796013212
283,Ni8898Co1732Cr4059Al519Mo938Ti618Nb24Fe629,2.216384517937734,8.2712,18.3868,64.48805055426796,1.9793056598425265,66.541172,1.8378999618094929
284,Ni8822Co1742Cr3936Al522Mo942Ti654Nb21Fe593,2.1724502304649853,8.2712,18.4518,64.9202600831235,1.988586118484827,66.966266,1.845755453019254
285,Ni8872Co1745Cr3983Al530Mo959Ti628Nb18Fe601,2.209045871128353,8.2712,18.5168,64.50776950179079,1.984497097947301,66.564686,1.8424062380432547
286,Ni8988Co1771Cr4013Al524Mo908Ti580Nb16Fe605,2.218140352319616,8.2712,18.5817,64.20510089911528,1.9975630700186013,66.271219,1.8547721075446657
287,Ni8924Co1756Cr4040Al519Mo940Ti628Nb17Fe600,2.220632098340361,8.2712,18.6467,64.32441497857195,1.986960933181196,66.387766,1.844778312334506
288,Ni8885Co1739Cr4034Al529Mo955Ti643Nb20Fe584,2.222413547023018,8.2712,18.7117,64.39154588543963,1.9806747360569605,66.451474,1.8389836559920172
289,Ni8860Co1748Cr3980Al524Mo972Ti683Nb26Fe560,2.2237931697097664,8.2712,18.7766,64.3498242910084,1.98236053817756,66.41527,1.8402933853718777
290,Ni8881Co1756Cr3944Al529Mo968Ti672Nb16Fe566,2.2249762783520612,8.2712,18.8416,64.25203830365447,1.9881413678401627,66.320851,1.8457088622201823
291,Ni8837Co1748Cr4001Al536Mo971Ti688Nb16Fe560,2.2252541008397726,8.2712,18.9066,64.33877392055798,1.9818308410139875,66.40602,1.8397111179807135
292,Ni8838Co1754Cr4051Al530Mo979Ti670Nb17Fe560,2.215661759544068,8.2712,18.9715,64.49201612264822,1.979673788215506,66.555435,1.837532172088101
293,Ni8839Co1759Cr4077Al533Mo993Ti692Nb13Fe551,2.1940323141552343,8.2712,19.0365,64.79745693096493,1.9776546839946856,66.853104,1.8353077509798748
294,Ni8777Co1750Cr4047Al531Mo994Ti684Nb19Fe548,2.201126928524795,8.2712,19.1015,64.72465789930204,1.9763873685612139,66.783046,1.8341556537339487
295,Ni8901Co1774Cr4083Al532Mo984Ti654Nb8Fe553,2.186476841903643,8.2712,19.1664,64.80736702725457,1.9837891355029817,66.862276,1.8410223084950579
296,Ni8858Co1752Cr4060Al541Mo1012Ti680Nb16Fe541,2.212119643312053,8.2712,19.2314,64.61268714616656,1.9743932040546088,66.671554,1.8325943717413318
297,Ni8900Co1774Cr4085Al535Mo974Ti637Nb14Fe554,2.2017834972634165,8.2712,19.2964,64.60351741291484,1.9843064865756685,66.664481,1.8416792302676226
298,Ni8911Co1781Cr4100Al527Mo972Ti647Nb13Fe544,2.2043258625304354,8.2712,19.3613,64.55020956164851,1.9857627660235602,66.614561,1.8429534653221222
299,Ni8886Co1776Cr4143Al532Mo1007Ti677Nb12Fe538,2.228557503778738,8.2712,19.4263,64.374886369892,1.9763752624144537,66.445794,1.8342972880440513
300,Ni8882Co1755Cr4019Al524Mo986Ti668Nb14Fe559,2.2113213735044637,8.2712,19.4913,64.51516475216663,1.9819366042200717,66.575921,1.8397471540614292
301,Ni8791Co1752Cr4149Al530Mo993Ti711Nb13Fe547,2.187290368595094,8.2712,19.5562,64.97174735007756,1.9714696911158032,67.02347,1.8293288132881218
302,Ni8921Co1770Cr4118Al535Mo991Ti637Nb9Fe547,2.231243575291216,8.2712,19.6212,64.28894406760195,1.9799833482179658,66.358449,1.837984422651061
303,Ni8992Co1810Cr4213Al532Mo950Ti588Nb9Fe549,2.225960040889394,8.2712,19.6862,64.21153521197297,1.990095541230188,66.28831,1.8470979557064449
304,Ni8980Co1803Cr4117Al533Mo918Ti581Nb5Fe556,2.225232433132326,8.2712,19.7512,64.09128316579805,1.999170121458045,66.170221,1.855714719681254
305,Ni8924Co1797Cr4047Al530Mo965Ti642Nb12Fe531,2.2239243051995263,8.2712,19.8161,64.18696609193549,1.9936380714120578,66.265526,1.850334532067793
306,Ni8818Co1758Cr4049Al533Mo1012Ti714Nb9Fe524,2.2227430798736187,8.2712,19.8811,64.44123695457675,1.9769105858242773,66.510076,1.8347452510359037
307,Ni8899Co1796Cr4142Al531Mo978Ti642Nb5Fe534,2.2221243240714412,8.2712,19.9461,64.30927964181612,1.9866856343812465,66.385431,1.8436977706095767
308,Ni8931Co1791Cr4181Al536Mo989Ti669Nb7Fe534,2.2028353733323023,8.2712,20.011,64.63516934848212,1.981135365197318,66.699339,1.8384267297649959
309,Ni8853Co1790Cr4021Al535Mo970Ti674Nb9Fe528,2.1757435796288367,8.2712,20.076,64.82198047474334,1.992539191422681,66.882825,1.8486920151675346
310,Ni8896Co1800Cr4153Al545Mo977Ti669Nb6Fe531,2.180675916752111,8.2712,20.141,64.84951460900494,1.9860849416136754,66.910205,1.8426336820349651
311,Ni8857Co1780Cr4140Al534Mo1009Ti701Nb11Fe526,2.177482615764286,8.2712,20.2059,65.01589202139195,1.977230266832656,67.069318,1.834427983566858
312,Ni8944Co1806Cr4024Al537Mo950Ti615Nb11Fe543,2.193763400768349,8.2712,20.2709,64.49080579439789,1.9995206320637935,66.559735,1.855580099069402
313,Ni8783Co1769Cr4130Al529Mo1034Ti707Nb12Fe521,2.1310307405745106,8.2712,20.3359,65.6879843578114,1.9720699270480293,67.720136,1.82909900375602
314,Ni8972Co1793Cr4003Al540Mo973Ti637Nb8Fe530,2.1554526103878633,8.2712,20.4008,65.04170606288241,1.9955970641174692,67.089662,1.8517698812353254
