,formula,thickness,density,height,transmission,mu_per_cm
186,Ni8677Co1106Cr3953Al399Mo768Ti583Nb263Fe1463,2.1770588167619604,8.24296,12.0848,82.00296802463191,0.9113889915553484
187,Ni8816Co1134Cr3809Al408Mo729Ti498Nb210Fe1491,2.1770924726153855,8.24296,12.1498,81.75063908510081,0.9255305469155085
188,Ni8769Co1137Cr3928Al398Mo749Ti516Nb226Fe1486,2.1770879566684322,8.24296,12.2147,81.84664570314628,0.920141344871175
189,Ni8826Co1129Cr3861Al400Mo727Ti478Nb211Fe1517,2.1749358861351826,8.24296,12.2797,81.79877282077271,0.9237419179283303
190,Ni8794Co1138Cr3712Al411Mo765Ti533Nb240Fe1459,2.1469960303148143,8.24296,12.3447,82.00210127652689,0.9241997233668267
191,Ni8857Co1156Cr3875Al409Mo735Ti530Nb220Fe1471,2.1640654235400074,8.24296,12.4096,81.85020451026458,0.9254774897157494
192,Ni8835Co1148Cr3764Al410Mo733Ti493Nb200Fe1491,2.1800852169697675,8.24296,12.4746,81.66880978901906,0.9288537006032388
193,Ni8866Co1141Cr3889Al405Mo725Ti471Nb193Fe1508,2.16027841875337,8.24296,12.5396,81.86882300576886,0.9260470194324583
194,Ni8884Co1147Cr3799Al411Mo712Ti471Nb199Fe1514,2.2133800363563987,8.24296,12.6046,81.40658710219707,0.9294110827930072
195,Ni8894Co1155Cr3851Al411Mo716Ti475Nb178Fe1496,2.229083986759374,8.24296,12.6695,81.27228521514778,0.930270568747954
196,Ni8862Co1160Cr3899Al405Mo734Ti455Nb185Fe1505,2.1535140791936827,8.24296,12.7345,81.88539461119755,0.9280159574463632
197,Ni8725Co1127Cr3943Al392Mo758Ti541Nb255Fe1466,2.196001949585783,8.24296,12.7995,81.77943334812426,0.9159572927164864
198,Ni8884Co1164Cr3918Al403Mo730Ti480Nb207Fe1482,2.2026780543053954,8.24296,12.8644,81.53170630923168,0.9269543795897535
199,Ni8827Co1143Cr3736Al413Mo731Ti507Nb213Fe1502,2.240234308779196,8.24296,12.9294,81.23257479873341,0.9278219290722215
200,Ni8825Co1154Cr3868Al402Mo719Ti493Nb196Fe1491,2.2491931844865882,8.24296,12.9944,81.16421719178287,0.9278692126745598
201,Ni8665Co1121Cr3732Al413Mo750Ti534Nb261Fe1469,2.253826204233876,8.24296,13.0594,81.27386894448247,0.9199717170151572
202,Ni8806Co1141Cr3627Al409Mo744Ti496Nb222Fe1469,2.2595393465259295,8.24296,13.1243,81.05620689225708,0.9295140623874159
203,Ni8834Co1156Cr3602Al417Mo722Ti488Nb200Fe1478,2.2211000486997063,8.24296,13.1893,81.24951626600793,0.9348760249078474
204,Ni8819Co1158Cr3554Al407Mo740Ti494Nb203Fe1477,2.2444543769502223,8.24296,13.2543,81.06915036715941,0.935049914295412
205,Ni8845Co1156Cr3625Al402Mo729Ti477Nb182Fe1486,2.260544522864595,8.24296,13.3192,80.94253803529709,0.9353086740691988
206,Ni8832Co1156Cr3530Al411Mo741Ti497Nb182Fe1467,2.2262444427757067,8.24296,13.3842,81.1723673274916,0.9369829142638993
207,Ni8770Co1176Cr3563Al415Mo769Ti493Nb191Fe1448,2.202787178485773,8.24296,13.4492,81.3741555522946,0.9356894064202508
208,Ni8774Co1147Cr3636Al408Mo760Ti526Nb213Fe1452,2.241940325377427,8.24296,13.5142,81.19350423098204,0.9292617507146316
209,Ni8689Co1127Cr3883Al402Mo776Ti521Nb236Fe1486,2.238715116198929,8.24296,13.5791,81.44151623566273,0.9169769482898851
210,Ni8857Co1164Cr3924Al407Mo767Ti503Nb209Fe1456,2.222795041699834,8.24296,13.6441,81.43129671858826,0.924109071900267
211,Ni8713Co1166Cr3882Al414Mo774Ti514Nb216Fe1429,2.2628162196303085,8.24296,13.7091,81.14231030981962,0.9234760369476601
212,Ni8846Co1171Cr3931Al406Mo723Ti477Nb191Fe1489,2.2249659431363544,8.24296,13.7741,81.3365070049267,0.9284422092353972
213,Ni8782Co1140Cr3963Al405Mo750Ti475Nb211Fe1494,2.2387188081925338,8.24296,13.839,81.37595028874851,0.9205729941510948
214,Ni8843Co1148Cr3750Al424Mo733Ti486Nb191Fe1483,2.239627028276221,8.24296,13.904,81.20377930268491,0.9296565639650092
215,Ni8839Co1151Cr3881Al399Mo718Ti489Nb180Fe1495,2.2372832718090376,8.24296,13.969,81.2430092503402,0.9284716472570157
216,Ni8810Co1185Cr3879Al403Mo753Ti498Nb195Fe1436,2.2240343397781612,8.24296,14.0339,81.32469903192153,0.9294839146346957
217,Ni8810Co1179Cr3915Al408Mo767Ti509Nb212Fe1425,2.2304702937080223,8.24296,14.0989,81.343446036036,0.9257685303677629
218,Ni8855Co1334Cr3997Al437Mo775Ti520Nb140Fe1245,2.204520554092253,8.24296,14.1639,81.15903296081632,0.9469613968128459
219,Ni8874Co1311Cr3948Al434Mo779Ti517Nb142Fe1264,2.245013376850572,8.25708,14.2289,80.85018756484705,0.9468642024500832
220,Ni8780Co1295Cr3931Al453Mo792Ti539Nb156Fe1261,2.2390165819435257,8.25708,14.2938,80.97329038775908,0.9426050512348173
221,Ni8789Co1298Cr4050Al428Mo811Ti592Nb176Fe1240,2.2428470795707787,8.25708,14.3588,81.03706796884876,0.9374848096695592
222,Ni8827Co1354Cr4023Al442Mo792Ti542Nb129Fe1219,2.2455847363409447,8.25708,14.4238,80.79880898676731,0.9494540882027533
223,Ni8833Co1361Cr4049Al440Mo797Ti543Nb133Fe1199,2.2348815302779226,8.25708,14.4887,80.88426677871618,0.9492711598265067
224,Ni8794Co1371Cr3930Al438Mo799Ti563Nb140Fe1164,2.2096032469679554,8.25708,14.5537,81.00800976996436,0.9532125300984745
225,Ni8843Co1383Cr4010Al444Mo825Ti547Nb132Fe1147,2.2487189714013947,8.25708,14.6187,80.73571240084304,0.9516047957717743
226,Ni8866Co1399Cr4004Al453Mo811Ti544Nb133Fe1133,2.200869159087946,8.25708,14.6836,81.04974794173229,0.9546548773897999
227,Ni8816Co1405Cr4001Al450Mo842Ti584Nb132Fe1084,2.221998382971637,8.25708,14.7486,80.90883653809998,0.9534081644696074
228,Ni8882Co1413Cr3823Al459Mo813Ti535Nb112Fe1109,2.1883977544985176,8.25708,14.8136,80.9978648052375,0.9630214235919621
229,Ni8869Co1415Cr3973Al458Mo817Ti536Nb115Fe1102,2.2032328111171493,8.25708,14.8785,80.96249175992196,0.9585196906561019
230,Ni8864Co1406Cr3928Al452Mo810Ti548Nb119Fe1102,2.2263885853759096,8.25708,14.9435,80.77576116846319,0.9589217821491807
231,Ni8784Co1417Cr3936Al442Mo830Ti537Nb133Fe1103,2.191690480956386,8.25708,15.0085,81.06950029510033,0.9575410976160551
232,Ni8777Co1431Cr3869Al466Mo849Ti575Nb115Fe1048,2.2218159967361575,8.25708,15.0734,80.77905843726924,0.9607115626295366
233,Ni8833Co1442Cr3856Al464Mo824Ti546Nb107Fe1056,2.2320586621396283,8.25708,15.1384,80.62127562045198,0.9650624754973752
234,Ni8825Co1435Cr3871Al461Mo858Ti577Nb116Fe1048,2.237293394240871,8.25708,15.2034,80.65858246004592,0.9607366271780244
235,Ni8864Co1459Cr3911Al460Mo819Ti540Nb97Fe1071,2.235605068269839,8.25708,15.2684,80.56835934597252,0.966468454385241
236,Ni8795Co1461Cr3916Al460Mo861Ti578Nb112Fe1009,2.2189559868432918,8.25708,15.3333,80.7632260303548,0.9628331914404563
237,Ni8732Co1468Cr3943Al466Mo854Ti598Nb119Fe999,2.2014136519790624,8.25708,15.3983,80.9087610267329,0.9623274257240154
238,Ni8866Co1467Cr3776Al476Mo853Ti544Nb104Fe1023,2.2579077905661618,8.25708,15.4633,80.35414647580545,0.9687131196190182
239,Ni8683Co1454Cr3916Al450Mo873Ti650Nb147Fe990,2.258895112299358,8.25708,15.5282,80.54330423139706,0.9578807101799843
240,Ni8776Co1439Cr3844Al473Mo846Ti591Nb104Fe1015,2.262851984528546,8.25708,15.5932,80.4134460752736,0.9633364689091025
241,Ni8838Co1460Cr3824Al474Mo852Ti569Nb93Fe1026,2.2308755725953002,8.25708,15.6582,80.59507918136109,0.9670310318057692
242,Ni8829Co1483Cr3837Al464Mo834Ti563Nb97Fe1027,2.2323673276552465,8.25708,15.7231,80.52370737618743,0.9703534927678154
243,Ni8811Co1479Cr3860Al460Mo841Ti566Nb96Fe1019,2.2307074847923016,8.25708,15.7881,80.56236814578183,0.9689237312979241
244,Ni8880Co1482Cr3898Al456Mo817Ti528Nb94Fe1029,2.239205935358958,8.25708,15.8531,80.46554355262201,0.9706169502543075
245,Ni8772Co1448Cr3655Al471Mo873Ti618Nb119Fe1011,2.2389154811840153,8.25708,15.918,80.53775292430795,0.9667364976183653
246,Ni8835Co1450Cr3705Al460Mo831Ti559Nb104Fe1040,2.2282365197964973,8.25708,15.983,80.55786438480335,0.9702490989220276
247,Ni8904Co1465Cr3711Al471Mo830Ti541Nb91Fe1049,2.2574388679474664,8.25708,16.048,80.28344874715667,0.9728135149870972
248,Ni8805Co1452Cr3801Al458Mo886Ti597Nb116Fe1015,2.2618522542617088,8.25708,16.1129,80.42965090141912,0.9628714036196774
249,Ni8855Co1476Cr3675Al470Mo845Ti546Nb97Fe1025,2.2632898460102417,8.25708,16.1779,80.22165631355513,0.9737006469057072
250,Ni8833Co1465Cr3602Al463Mo854Ti575Nb102Fe1019,2.265222366873683,8.25708,16.2429,80.21093337975546,0.9734600770373569
251,Ni8814Co1467Cr3597Al468Mo864Ti603Nb111Fe1002,2.2350047877658805,8.25708,16.3078,80.46798612956792,0.972305606159485
252,Ni8791Co1483Cr3630Al463Mo884Ti577Nb106Fe990,2.2381064182664816,8.25708,16.3728,80.43958168512896,0.9725356205349852
253,Ni8845Co1427Cr3682Al456Mo835Ti561Nb121Fe1079,2.261265154312694,8.25708,16.4378,80.3705652089624,0.9663713288338082
254,Ni8805Co1421Cr3667Al457Mo858Ti578Nb126Fe1053,2.2578646971079395,8.25708,16.5027,80.43662527924637,0.9641878696673309
255,Ni8796Co1481Cr3755Al458Mo831Ti533Nb115Fe1044,2.261292989638201,8.25708,16.5677,80.27812194196088,0.9714488886986983
256,Ni8832Co1490Cr3901Al468Mo851Ti553Nb98Fe984,2.178893040104929,8.25708,16.6327,80.96941910012714,0.9688343608006559
257,Ni8847Co1485Cr3931Al463Mo855Ti569Nb92Fe997,2.225110877150302,8.25708,16.6977,80.63548961349387,0.9672835534258895
258,Ni8768Co1469Cr3885Al462Mo886Ti650Nb126Fe976,2.264606671628302,8.25708,16.7626,80.4356304107057,0.9613719962357622
259,Ni8875Co1474Cr3987Al476Mo829Ti559Nb99Fe1019,2.2600177366612644,8.25708,16.8276,80.39898431269911,0.9653404009647123
260,Ni8842Co1479Cr3926Al472Mo859Ti578Nb97Fe1003,2.2256045582965314,8.25708,16.8926,80.6591256075781,0.9657521425887319
261,Ni8843Co1482Cr3879Al464Mo841Ti564Nb93Fe1015,2.2416166279419363,8.25708,16.9575,80.4750642641693,0.9690453199497886
262,Ni8883Co1477Cr3834Al478Mo848Ti552Nb89Fe998,2.2428553486710032,8.25708,17.0225,80.45038988032708,0.9698773772743409
263,Ni8874Co1480Cr3833Al467Mo841Ti545Nb89Fe1008,2.2431504905277992,8.25708,17.0875,80.43081378103903,0.970834672767195
264,Ni8681Co1468Cr4023Al456Mo921Ti658Nb131Fe957,2.217309617059054,8.25708,17.1524,80.92300872245934,0.9546343519511631
265,Ni8924Co1490Cr3973Al468Mo799Ti522Nb92Fe1035,2.1938748472916525,8.25708,17.2174,80.8183671843584,0.9707296198703508
266,Ni8837Co1475Cr3843Al476Mo879Ti583Nb102Fe988,2.226058764116009,8.25708,17.2824,80.6504035765866,0.9660408828666305
267,Ni8832Co1556Cr3822Al487Mo898Ti625Nb79Fe850,2.263996485814674,8.25708,17.3473,80.1551958526386,0.9770575343715368
268,Ni8575Co1517Cr3739Al468Mo867Ti607Nb78Fe839,2.2565824899498663,8.2712,17.4123,80.18295193140823,0.9787333905547863
269,Ni8905Co1574Cr3998Al490Mo865Ti573Nb65Fe868,2.2550990454252284,8.2712,17.4773,80.1827045272164,0.9793909012311806
270,Ni8865Co1613Cr3954Al502Mo933Ti641Nb57Fe761,2.2521862507546246,8.2712,17.5422,80.17276620835351,0.9812079359405909
271,Ni8879Co1642Cr3908Al503Mo933Ti611Nb51Fe742,2.250069471285973,8.2712,17.6072,80.08867081774382,0.9867952200200263
272,Ni8790Co1620Cr3915Al504Mo959Ti661Nb56Fe731,2.245842240054367,8.2712,17.6722,80.22178954876134,0.9812577836152346
273,Ni8972Co1665Cr3841Al503Mo896Ti568Nb44Fe758,2.2264441989773327,8.2712,17.7371,80.12856728393714,0.9950294301365046
274,Ni8807Co1669Cr3998Al506Mo953Ti646Nb46Fe683,2.2031241517950972,8.2712,17.8021,80.46958805743893,0.9862851390956773
275,Ni8882Co1673Cr3978Al517Mo945Ti647Nb40Fe690,2.1813789366318703,8.2712,17.8671,80.60732012882733,0.9882772613335431
276,Ni8876Co1694Cr3910Al511Mo905Ti607Nb40Fe704,2.1705536085231376,8.2712,17.932,80.56283379540656,0.9957494767171088
277,Ni8859Co1683Cr3846Al513Mo944Ti633Nb38Fe685,2.1319082663830953,8.2712,17.997,80.90602350562953,0.9938603449696655
278,Ni8913Co1689Cr3897Al514Mo946Ti616Nb31Fe684,2.134826379667021,8.2712,18.062,80.88484365176672,0.9937282403772475
279,Ni8911Co1709Cr3951Al517Mo930Ti602Nb32Fe673,2.1529748503539117,8.2712,18.127,80.70758762475126,0.9955415525883354
280,Ni8877Co1728Cr4030Al526Mo950Ti653Nb26Fe641,2.1963972239036402,8.2712,18.1919,80.39157266765696,0.9937220393834684
281,Ni8968Co1741Cr4059Al523Mo928Ti602Nb23Fe637,2.2011415142115465,8.2712,18.2569,80.29497928952681,0.9970421710168023
282,Ni8784Co1707Cr4037Al514Mo1014Ti699Nb36Fe620,2.2078042428442335,8.2712,18.3219,80.44106460324936,0.985800200027423
283,Ni8898Co1732Cr4059Al519Mo938Ti618Nb24Fe629,2.216384517937734,8.2712,18.3868,80.20838405480801,0.9950535904660012
284,Ni8822Co1742Cr3936Al522Mo942Ti654Nb21Fe593,2.1724502304649853,8.2712,18.4518,80.47885122658846,0.999681146737049
285,Ni8872Co1745Cr3983Al530Mo959Ti628Nb18Fe601,2.209045871128353,8.2712,18.5168,80.2202990498203,0.9976868324126315
286,Ni8988Co1771Cr4013Al524Mo908Ti580Nb16Fe605,2.218140352319616,8.2712,18.5817,80.02989680661784,1.004309356757998
287,Ni8924Co1756Cr4040Al519Mo940Ti628Nb17Fe600,2.220632098340361,8.2712,18.6467,80.10491777224502,0.9989630364948288
288,Ni8885Co1739Cr4034Al529Mo955Ti643Nb20Fe584,2.222413547023018,8.2712,18.7117,80.14729814455706,0.9957823456573954
289,Ni8860Co1748Cr3980Al524Mo972Ti683Nb26Fe560,2.2237931697097664,8.2712,18.7766,80.12058920088973,0.9966633779448537
290,Ni8881Co1756Cr3944Al529Mo968Ti672Nb16Fe566,2.2249762783520612,8.2712,18.8416,80.05900158644837,0.9995895483543511
291,Ni8837Co1748Cr4001Al536Mo971Ti688Nb16Fe560,2.2252541008397726,8.2712,18.9066,80.11347861946263,0.996407887007311
292,Ni8838Co1754Cr4051Al530Mo979Ti670Nb17Fe560,2.215661759544068,8.2712,18.9715,80.2097471868287,0.9953014784645289
293,Ni8839Co1759Cr4077Al533Mo993Ti692Nb13Fe551,2.1940323141552343,8.2712,19.0365,80.40128536577046,0.9942425249944657
294,Ni8777Co1750Cr4047Al531Mo994Ti684Nb19Fe548,2.201126928524795,8.2712,19.1015,80.35558059810138,0.9936212208636498
295,Ni8901Co1774Cr4083Al532Mo984Ti654Nb8Fe553,2.186476841903643,8.2712,19.1664,80.40754454340421,0.9973221413644547
296,Ni8858Co1752Cr4060Al541Mo1012Ti680Nb16Fe541,2.212119643312053,8.2712,19.2314,80.28563476355811,0.9926202513663898
297,Ni8900Co1774Cr4085Al535Mo974Ti637Nb14Fe554,2.2017834972634165,8.2712,19.2964,80.27968276899706,0.9976167679422362
298,Ni8911Co1781Cr4100Al527Mo972Ti647Nb13Fe544,2.2043258625304354,8.2712,19.3613,80.24601515715489,0.998369090134249
299,Ni8886Co1776Cr4143Al532Mo1007Ti677Nb12Fe538,2.228557503778738,8.2712,19.4263,80.13567599299287,0.993687789188471
300,Ni8882Co1755Cr4019Al524Mo986Ti668Nb14Fe559,2.2113213735044637,8.2712,19.4913,80.2245048525801,0.9964231053673959
301,Ni8791Co1752Cr4149Al530Mo993Ti711Nb13Fe547,2.187290368595094,8.2712,19.5562,80.51031291095812,0.9911116611973105
302,Ni8921Co1770Cr4118Al535Mo991Ti637Nb9Fe547,2.231243575291216,8.2712,19.6212,80.08203764534697,0.9954924179631177
303,Ni8992Co1810Cr4213Al532Mo950Ti588Nb9Fe549,2.225960040889394,8.2712,19.6862,80.03275388548295,1.0006208891676138
304,Ni8980Co1803Cr4117Al533Mo918Ti581Nb5Fe556,2.225232433132326,8.2712,19.7512,79.9571363640721,1.0051960731046958
305,Ni8924Co1797Cr4047Al530Mo965Ti642Nb12Fe531,2.2239243051995263,8.2712,19.8161,80.01715938390075,1.0024130834598433
306,Ni8818Co1758Cr4049Al533Mo1012Ti714Nb9Fe524,2.2227430798736187,8.2712,19.8811,80.17740747445825,0.9939448923049722
307,Ni8899Co1796Cr4142Al531Mo978Ti642Nb5Fe534,2.2221243240714412,8.2712,19.9461,80.09403908911518,0.998903394565117
308,Ni8931Co1791Cr4181Al536Mo989Ti669Nb7Fe534,2.2028353733323023,8.2712,20.011,80.29910275361418,0.9960423798915949
309,Ni8853Co1790Cr4021Al535Mo970Ti674Nb9Fe528,2.1757435796288367,8.2712,20.076,80.41601910170249,1.0017576939283723
310,Ni8896Co1800Cr4153Al545Mo977Ti669Nb6Fe531,2.180675916752111,8.2712,20.141,80.4332018993788,0.9985121329906624
311,Ni8857Co1780Cr4140Al534Mo1009Ti701Nb11Fe526,2.177482615764286,8.2712,20.2059,80.53761585302381,0.9940186500662543
312,Ni8944Co1806Cr4024Al537Mo950Ti615Nb11Fe543,2.193763400768349,8.2712,20.2709,80.20839136162307,1.0053137273945973
313,Ni8783Co1769Cr4130Al529Mo1034Ti707Nb12Fe521,2.1310307405745106,8.2712,20.3359,80.95710051775067,0.9913080596682212
314,Ni8972Co1793Cr4003Al540Mo973Ti637Nb8Fe530,2.1554526103878633,8.2712,20.4008,80.55426399734048,1.0032191878981738
