,formula,thickness,density,transmission,mu_per_cm,height_mm,height
179,Ni8795Co1095Cr3989Al404Mo707Ti474Nb221Fe1558,3.221721635144325,8.22,74.53908770314607,0.9120792058212057,11.63,11.63
180,Ni8923Co1117Cr4015Al410Mo686Ti445Nb168Fe1585,3.2458925447805913,8.22,74.20040524747255,0.9193174763387236,11.695,11.695
181,Ni8755Co1099Cr4024Al415Mo750Ti529Nb226Fe1509,3.2454410588216684,8.22,74.47283436760326,0.9081531943387549,11.7599,11.7599
182,Ni8666Co1106Cr4004Al410Mo758Ti699Nb245Fe1467,3.2451920461600063,8.22,74.52173435983903,0.9062001958363625,11.8249,11.8249
183,Ni8898Co1145Cr3996Al406Mo720Ti467Nb187Fe1522,3.245195464947735,8.22,74.1888550223693,0.9199946572582016,11.8899,11.8899
184,Ni8883Co1134Cr4008Al401Mo713Ti436Nb190Fe1557,3.245200056688921,8.22,74.22355764456748,0.9185523003978882,11.9548,11.9548
185,Ni8854Co1140Cr3968Al410Mo735Ti490Nb204Fe1508,3.2451999930024726,8.22,74.24421878306104,0.9176946674670332,12.0198,12.0198
186,Ni8677Co1106Cr3953Al399Mo768Ti583Nb263Fe1463,3.2451999642476554,8.22,74.50121524756358,0.9070465670241847,12.0848,12.0848
187,Ni8816Co1134Cr3809Al408Mo729Ti498Nb210Fe1491,3.2452049450430027,8.22,74.1622282118702,0.9210981255022809,12.1498,12.1498
188,Ni8769Co1137Cr3928Al398Mo749Ti516Nb226Fe1486,3.245207171875516,8.22,74.29139420710146,0.9157352679549442,12.2147,12.2147
189,Ni8826Co1129Cr3861Al400Mo727Ti478Nb211Fe1517,3.2449363446386346,8.22,74.20677777207521,0.9193237206091104,12.2797,12.2797
190,Ni8794Co1138Cr3712Al411Mo765Ti533Nb240Fe1459,3.244509366138976,8.22,74.20016508159439,0.9197193699366816,12.3447,12.3447
191,Ni8857Co1156Cr3875Al409Mo735Ti530Nb220Fe1471,3.269332794928722,8.22,74.00080317607376,0.9209654018065814,12.4096,12.4096
192,Ni8835Co1148Cr3764Al410Mo733Ti493Nb200Fe1491,3.3376216605474722,8.22,73.45659846191981,0.9242373242733688,12.4746,12.4746
193,Ni8866Co1141Cr3889Al405Mo725Ti471Nb193Fe1508,3.375770155190922,8.22,73.26928617947931,0.9213562117534234,12.5396,12.5396
194,Ni8884Co1147Cr3799Al411Mo712Ti471Nb199Fe1514,3.373507307828446,8.22,73.19960345878029,0.924794742674206,12.6046,12.6046
195,Ni8894Co1155Cr3851Al411Mo716Ti475Nb178Fe1496,3.373253644569607,8.22,73.17974668645799,0.9256685705178989,12.6695,12.6695
196,Ni8862Co1160Cr3899Al405Mo734Ti455Nb185Fe1505,3.3732627592286533,8.22,73.23841344723887,0.923290449120879,12.7345,12.7345
197,Ni8725Co1127Cr3943Al392Mo758Ti541Nb255Fe1466,3.373539430921262,8.22,73.53106022785542,0.9113937666839956,12.7995,12.7995
198,Ni8884Co1164Cr3918Al403Mo730Ti480Nb207Fe1482,3.3753385273169747,8.22,73.24845538587311,0.9223164511530768,12.8644,12.8644
199,Ni8827Co1143Cr3736Al413Mo731Ti507Nb213Fe1502,3.3404764420413,8.22,73.45978231525554,0.9233177190807342,12.9294,12.9294
200,Ni8825Co1154Cr3868Al402Mo719Ti493Nb196Fe1491,3.2716109010787857,8.22,73.92419014677593,0.9234902453575006,12.9944,12.9944
201,Ni8665Co1121Cr3732Al413Mo750Ti534Nb261Fe1469,3.2466040205427276,8.22,74.2826639331092,0.9157032544431872,13.0594,13.0594
202,Ni8806Co1141Cr3627Al409Mo744Ti496Nb222Fe1469,3.185850456955328,8.22,74.46894200437657,0.9253040510026316,13.1243,13.1243
203,Ni8834Co1156Cr3602Al417Mo722Ti488Nb200Fe1478,3.1222103813635056,8.22,74.78333989479238,0.9306709638436489,13.1893,13.1893
204,Ni8819Co1158Cr3554Al407Mo740Ti494Nb203Fe1477,3.0579061842743487,8.22,75.22468851394389,0.930998817654546,13.2543,13.2543
205,Ni8845Co1156Cr3625Al402Mo729Ti477Nb182Fe1486,2.990792913076715,8.22,75.68695391878155,0.9314064455240045,13.3192,13.3192
206,Ni8832Co1156Cr3530Al411Mo741Ti497Nb182Fe1467,2.9897206757074204,8.22,75.65822413840118,0.9330103675896033,13.3842,13.3842
207,Ni8770Co1176Cr3563Al415Mo769Ti493Nb191Fe1448,2.989155213243466,8.22,75.6925621048593,0.9316688676042545,13.4492,13.4492
208,Ni8774Co1147Cr3636Al408Mo760Ti526Nb213Fe1452,3.0068127583584827,8.22,75.71236407606851,0.9253276851818645,13.5142,13.5142
209,Ni8689Co1127Cr3883Al402Mo776Ti521Nb236Fe1486,3.0749519828796354,8.22,75.52244440233446,0.9129908324490339,13.5791,13.5791
210,Ni8857Co1164Cr3924Al407Mo767Ti503Nb209Fe1456,3.120142591574715,8.22,75.04798796471106,0.9199657679345664,13.6441,13.6441
211,Ni8713Co1166Cr3882Al414Mo774Ti514Nb216Fe1429,3.11682267478148,8.22,75.08410893105139,0.9194018341639316,13.7091,13.7091
212,Ni8846Co1171Cr3931Al406Mo723Ti477Nb191Fe1489,3.1389980456063324,8.22,74.81744831308802,0.9242409768248192,13.7741,13.7741
213,Ni8782Co1140Cr3963Al405Mo750Ti475Nb211Fe1494,3.2072150553936,8.22,74.53587804761959,0.9163389012568655,13.839,13.839
214,Ni8843Co1148Cr3750Al424Mo733Ti486Nb191Fe1483,3.247996916629635,8.22,74.04208442072745,0.9252981260859733,13.904,13.904
215,Ni8839Co1151Cr3881Al399Mo718Ti489Nb180Fe1495,3.2453713648067044,8.22,74.08849548340916,0.9241158827801084,13.969,13.969
216,Ni8810Co1185Cr3879Al403Mo753Ti498Nb195Fe1436,3.2451518116615157,8.22,74.06698554417513,0.9250731848792766,14.0339,14.0339
217,Ni8810Co1179Cr3915Al408Mo767Ti509Nb212Fe1425,3.245196080987232,8.22,74.15512532543276,0.9213957840651176,14.0989,14.0989
218,Ni8855Co1334Cr3997Al437Mo775Ti520Nb140Fe1245,3.2452007984301408,8.22,73.65388182972207,0.9422940428544996,14.1639,14.1639
219,Ni8874Co1311Cr3948Al434Mo779Ti517Nb142Fe1264,3.245200045573245,8.23,73.66495149473103,0.9418311721749747,14.2289,14.2289
220,Ni8780Co1295Cr3931Al453Mo792Ti539Nb156Fe1261,3.245200280293418,8.23,73.76637440362323,0.9375914067556224,14.2938,14.2938
221,Ni8789Co1298Cr4050Al428Mo811Ti592Nb176Fe1240,3.2452024600137888,8.23,73.8881549898452,0.9325077831500181,14.3588,14.3588
222,Ni8827Co1354Cr4023Al442Mo792Ti542Nb129Fe1219,3.2451861808995304,8.23,73.60442939659868,0.9443679436603952,14.4238,14.4238
223,Ni8833Co1361Cr4049Al440Mo797Ti543Nb133Fe1199,3.24505152767342,8.23,73.61033133947642,0.9441600419325276,14.4887,14.4887
224,Ni8794Co1371Cr3930Al438Mo799Ti563Nb140Fe1164,3.2458236140308947,8.23,73.51307146564203,0.9480088541515429,14.5537,14.5537
225,Ni8843Co1383Cr4010Al444Mo825Ti547Nb132Fe1147,3.2559442850524625,8.23,73.47941058977001,0.9464687355295474,14.6187,14.6187
226,Ni8866Co1399Cr4004Al453Mo811Ti544Nb133Fe1133,3.3284049585454807,8.23,72.90981304918112,0.949244308428409,14.6836,14.6836
227,Ni8816Co1405Cr4001Al450Mo842Ti584Nb132Fe1084,3.3460529611054786,8.23,72.81808991447328,0.9479998598482114,14.7486,14.7486
228,Ni8882Co1413Cr3823Al459Mo813Ti535Nb112Fe1109,3.3739573766399706,8.23,72.39525987012982,0.9574198013980524,14.8136,14.8136
229,Ni8869Co1415Cr3973Al458Mo817Ti536Nb115Fe1102,3.3735800279479546,8.23,72.50640075174267,0.9529797400095606,14.8785,14.8785
230,Ni8864Co1406Cr3928Al452Mo810Ti548Nb119Fe1102,3.3733461375036766,8.23,72.49693710185439,0.9534327601758298,14.9435,14.9435
231,Ni8784Co1417Cr3936Al442Mo830Ti537Nb133Fe1103,3.3766890591468957,8.23,72.50965084592386,0.9519695543169586,15.0085,15.0085
232,Ni8777Co1431Cr3869Al466Mo849Ti575Nb115Fe1048,3.3302711746955818,8.23,72.75108221877488,0.955256756881863,15.0734,15.0734
233,Ni8833Co1442Cr3856Al464Mo824Ti546Nb107Fe1056,3.262047841715095,8.23,73.11977084125422,0.9597388145343959,15.1384,15.1384
234,Ni8825Co1435Cr3871Al461Mo858Ti577Nb116Fe1048,3.245474224215323,8.23,73.33717352437809,0.9554923010006626,15.2034,15.2034
235,Ni8864Co1459Cr3911Al460Mo819Ti540Nb97Fe1071,3.2449770447160065,8.23,73.20565420951388,0.9611702036920331,15.2684,15.2684
236,Ni8795Co1461Cr3916Al460Mo861Ti578Nb112Fe1009,3.2451879245495925,8.23,73.29111681939395,0.9575124184825285,15.3333,15.3333
237,Ni8732Co1468Cr3943Al466Mo854Ti598Nb119Fe999,3.245275092124641,8.23,73.30366177603509,0.9569593131874577,15.3983,15.3983
238,Ni8866Co1467Cr3776Al476Mo853Ti544Nb104Fe1023,3.245456510053291,8.23,73.14835866391788,0.9634407232254053,15.4633,15.4633
239,Ni8683Co1454Cr3916Al450Mo873Ti650Nb147Fe990,3.241529114944516,8.23,73.43177874095889,0.9526781350407841,15.5282,15.5282
240,Ni8776Co1439Cr3844Al473Mo846Ti591Nb104Fe1015,3.2959957431907343,8.23,72.92344544257648,0.9580109086071158,15.5932,15.5932
241,Ni8838Co1460Cr3824Al474Mo852Ti569Nb93Fe1026,3.363934516855097,8.23,72.36631141047441,0.9614613639983707,15.6582,15.6582
242,Ni8829Co1483Cr3837Al464Mo834Ti563Nb97Fe1027,3.3724562444064383,8.23,72.22748731273856,0.9647256428548696,15.7231,15.7231
243,Ni8811Co1479Cr3860Al460Mo841Ti566Nb96Fe1019,3.373430441308882,8.23,72.25541382296991,0.9633011133642958,15.7881,15.7881
244,Ni8880Co1482Cr3898Al456Mo817Ti528Nb94Fe1029,3.3732796977422206,8.23,72.2148726445148,0.9650079393487329,15.8531,15.8531
245,Ni8772Co1448Cr3655Al471Mo873Ti618Nb119Fe1011,3.3735189892605613,8.23,72.30683690412027,0.9611669575217864,15.918,15.918
246,Ni8835Co1450Cr3705Al460Mo831Ti559Nb104Fe1040,3.3755966426650446,8.23,72.2078383508039,0.9646341551914648,15.983,15.983
247,Ni8904Co1465Cr3711Al471Mo830Ti541Nb91Fe1049,3.3387830799472664,8.23,72.39980222022544,0.9673183631028075,16.048,16.048
248,Ni8805Co1452Cr3801Al458Mo886Ti597Nb116Fe1015,3.27060465446139,8.23,73.11094461964643,0.957596965482342,16.1129,16.1129
249,Ni8855Co1476Cr3675Al470Mo845Ti546Nb97Fe1025,3.2443333208450325,8.23,73.03866042160732,0.9684001584867097,16.1779,16.1779
250,Ni8833Co1465Cr3602Al463Mo854Ti575Nb102Fe1019,3.244934631141682,8.23,73.0399164631195,0.9681677109952587,16.2429,16.2429
251,Ni8814Co1467Cr3597Al468Mo864Ti603Nb111Fe1002,3.2452106543824457,8.23,73.06683860595057,0.9669497601880445,16.3078,16.3078
252,Ni8791Co1483Cr3630Al463Mo884Ti577Nb106Fe990,3.2452050246035338,8.23,73.06157605505989,0.9671733847604811,16.3728,16.3728
253,Ni8845Co1427Cr3682Al456Mo835Ti561Nb121Fe1079,3.245199910313157,8.23,73.20457106551352,0.961149788427757,16.4378,16.4378
254,Ni8805Co1421Cr3667Al457Mo858Ti578Nb126Fe1053,3.245200009623163,8.23,73.25630500597792,0.9589728389787999,16.5027,16.5027
255,Ni8796Co1481Cr3755Al458Mo831Ti533Nb115Fe1044,3.245200005762309,8.23,73.08584872390931,0.966151316789127,16.5677,16.5677
256,Ni8832Co1490Cr3901Al468Mo851Ti553Nb98Fe984,3.245194358516131,8.23,73.15197229498307,0.963366325741289,16.6327,16.6327
257,Ni8847Co1485Cr3931Al463Mo855Ti569Nb92Fe997,3.245193477492799,8.23,73.18604454454407,0.9619316495615428,16.6977,16.6977
258,Ni8768Co1469Cr3885Al462Mo886Ti650Nb126Fe976,3.2455024787487377,8.23,73.32141286125423,0.9561462221666734,16.7626,16.7626
259,Ni8875Co1474Cr3987Al476Mo829Ti559Nb99Fe1019,3.245878563375474,8.23,73.22503702070927,0.96008763610559,16.8276,16.8276
260,Ni8842Co1479Cr3926Al472Mo859Ti578Nb97Fe1003,3.2195068220648086,8.23,73.40161808068176,0.9604707273654625,16.8926,16.8926
261,Ni8843Co1482Cr3879Al464Mo841Ti564Nb93Fe1015,3.2075333810783526,8.23,73.40764567794507,0.9638000747439753,16.9575,16.9575
262,Ni8883Co1477Cr3834Al478Mo848Ti552Nb89Fe998,3.2481686436443398,8.23,73.10291287717578,0.9645495864209995,17.0225,17.0225
263,Ni8874Co1480Cr3833Al467Mo841Ti545Nb89Fe1008,3.245427626717414,8.23,73.09958656377978,0.9655044297738171,17.0875,17.0875
264,Ni8681Co1468Cr4023Al456Mo921Ti658Nb131Fe957,3.245149757867819,8.23,73.48585020006863,0.9493469811074374,17.1524,17.1524
265,Ni8924Co1490Cr3973Al468Mo799Ti522Nb92Fe1035,3.245195030100479,8.23,73.10624996812402,0.9652927515963033,17.2174,17.2174
266,Ni8837Co1475Cr3843Al476Mo879Ti583Nb102Fe988,3.245200819805757,8.23,73.21509660113705,0.9607064889842782,17.2824,17.2824
267,Ni8832Co1556Cr3822Al487Mo898Ti625Nb79Fe850,3.245200103978806,8.23,72.95525778556856,0.9716622386533493,17.3473,17.3473
268,Ni8575Co1517Cr3739Al468Mo867Ti607Nb78Fe839,3.245199987114248,8.24,72.92767385079544,0.972827580416145,17.4123,17.4123
269,Ni8905Co1574Cr3998Al490Mo865Ti573Nb65Fe868,3.245199999304236,8.24,72.9122892603102,0.9734777033456214,17.4773,17.4773
270,Ni8865Co1613Cr3954Al502Mo933Ti641Nb57Fe761,3.245199993773233,8.24,72.87071170147124,0.9752353883668968,17.5422,17.5422
271,Ni8879Co1642Cr3908Al503Mo933Ti611Nb51Fe742,3.24519991625691,8.24,72.74024500182063,0.9807573846372643,17.6072,17.6072
272,Ni8790Co1620Cr3915Al504Mo959Ti661Nb56Fe731,3.245200272624473,8.24,72.87024385980196,0.975255088188396,17.6722,17.6722
273,Ni8972Co1665Cr3841Al503Mo896Ti568Nb44Fe758,3.245204840048126,8.24,72.54901743102114,0.98886747032026,17.7371,17.7371
274,Ni8807Co1669Cr3998Al506Mo953Ti646Nb46Fe683,3.245189572960115,8.24,72.75568304622493,0.9801065804100174,17.8021,17.8021
275,Ni8882Co1673Cr3978Al517Mo945Ti647Nb40Fe690,3.244924699238097,8.24,72.71201286121477,0.9820368909257334,17.8671,17.8671
276,Ni8876Co1694Cr3910Al511Mo905Ti607Nb40Fe704,3.245508318313225,8.24,72.53414714898231,0.9894066147991887,17.932,17.932
277,Ni8859Co1683Cr3846Al513Mo944Ti633Nb38Fe685,3.2650893971566,8.24,72.44128949423057,0.9873964019270183,17.997,17.997
278,Ni8913Co1689Cr3897Al514Mo946Ti616Nb31Fe684,3.2879294599065854,8.24,72.28226266931223,0.9872213515773898,18.062,18.062
279,Ni8911Co1709Cr3951Al517Mo930Ti602Nb32Fe673,3.306191760537621,8.24,72.10955627637367,0.9890037607868791,18.127,18.127
280,Ni8877Co1728Cr4030Al526Mo950Ti653Nb26Fe641,3.3740584055617044,8.24,71.67274852312096,0.9871186179435621,18.1919,18.1919
281,Ni8968Co1741Cr4059Al523Mo928Ti602Nb23Fe637,3.371550218170043,8.24,71.61045479633735,0.9904319507763878,18.2569,18.2569
282,Ni8784Co1707Cr4037Al514Mo1014Ti699Nb36Fe620,3.371179682223795,8.24,71.88226767795129,0.9793028185472071,18.3219,18.3219
283,Ni8898Co1732Cr4059Al519Mo938Ti618Nb24Fe629,3.305022747884337,8.24,72.12620423801997,0.98865511581539,18.3868,18.3868
284,Ni8822Co1742Cr3936Al522Mo942Ti654Nb21Fe593,3.243020312893108,8.24,72.46132236079629,0.9932631315292466,18.4518,18.4518
285,Ni8872Co1745Cr3983Al530Mo959Ti628Nb18Fe601,3.2458825237145987,8.24,72.4850672949266,0.9913778805507661,18.5168,18.5168
286,Ni8988Co1771Cr4013Al524Mo908Ti580Nb16Fe605,3.245183818360098,8.24,72.33522495389289,0.9979680293889613,18.5817,18.5817
287,Ni8924Co1756Cr4040Al519Mo940Ti628Nb17Fe600,3.245948027792591,8.24,72.45420271435174,0.9926699616422526,18.6467,18.6467
288,Ni8885Co1739Cr4034Al529Mo955Ti643Nb20Fe584,3.2497526081585897,8.24,72.50112276520512,0.9895157465939032,18.7117,18.7117
289,Ni8860Co1748Cr3980Al524Mo972Ti683Nb26Fe560,3.1571086485734887,8.24,73.1435866058232,0.9906080903121607,18.7766,18.7766
290,Ni8881Co1756Cr3944Al529Mo968Ti672Nb16Fe566,2.9570108802655053,8.24,74.532923331438,0.9940079567237825,18.8416,18.8416
291,Ni8837Co1748Cr4001Al536Mo971Ti688Nb16Fe560,2.761208168742023,8.24,76.05392231148697,0.9913326937135535,18.9066,18.9066
292,Ni8838Co1754Cr4051Al530Mo979Ti670Nb17Fe560,2.5665855382031704,8.24,77.54828911509456,0.9906911518243225,18.9715,18.9715
293,Ni8839Co1759Cr4077Al533Mo993Ti692Nb13Fe551,2.371601401412944,8.24,79.07252665825719,0.9900681268542175,19.0365,19.0365
294,Ni8777Co1750Cr4047Al531Mo994Ti684Nb19Fe548,2.176600287100297,8.24,80.61594223912262,0.9899555870741348,19.1015,19.1015
295,Ni8901Co1774Cr4083Al532Mo984Ti654Nb8Fe553,1.981899979975721,8.24,82.11738656081907,0.9940986980739098,19.1664,19.1664
296,Ni8858Co1752Cr4060Al541Mo1012Ti680Nb16Fe541,1.7868999947721116,8.24,83.7866596110477,0.9899624202572262,19.2314,19.2314
297,Ni8900Co1774Cr4085Al535Mo974Ti637Nb14Fe554,1.5918999994783403,8.24,85.34556673590409,0.9954248402366943,19.2964,19.2964
298,Ni8911Co1781Cr4100Al527Mo972Ti647Nb13Fe544,1.397199980811915,8.24,87.00042784690358,0.9966873137528711,19.3613,19.3613
299,Ni8886Co1776Cr4143Al532Mo1007Ti677Nb12Fe538,1.20220002387054,8.24,88.75179170869242,0.9925683513564751,19.4263,19.4263
300,Ni8882Co1755Cr4019Al524Mo986Ti668Nb14Fe559,1.0072010791059878,8.24,90.45732861916377,0.9957490666726024,19.4913,19.4913
301,Ni8791Co1752Cr4149Al530Mo993Ti711Nb13Fe547,0.8124997567896004,8.24,92.26462261114823,0.9908852804720446,19.5562,19.5562
302,Ni8921Co1770Cr4118Al535Mo991Ti637Nb9Fe547,0.6174409178271777,8.24,94.03624749480363,0.995882595806761,19.6212,19.6212
303,Ni8992Co1810Cr4213Al532Mo950Ti588Nb9Fe549,0.4224490432735287,8.24,95.85717904062162,1.0015603366261088,19.6862,19.6862
304,Ni8980Co1803Cr4117Al533Mo918Ti581Nb5Fe556,0.23068624395418763,8.24,97.70451803264967,1.0066653162091046,19.7512,19.7512
305,Ni8924Co1797Cr4047Al530Mo965Ti642Nb12Fe531,0.039017429690718884,8.24,99.60887911271939,1.0043915460239714,19.8161,19.8161
306,Ni8818Co1758Cr4049Al533Mo1012Ti714Nb9Fe524,0.01866509165345765,8.24,99.81428720221422,0.9958989821976415,19.8811,19.8811
307,Ni8899Co1796Cr4142Al531Mo978Ti642Nb5Fe534,0.0008266412509943146,8.24,99.99172596810806,1.000963138349323,19.9461,19.9461
308,Ni8931Co1791Cr4181Al536Mo989Ti669Nb7Fe534,0.00027721250419391247,8.24,99.99723338863909,0.9980248331001107,20.011,20.011
309,Ni8853Co1790Cr4021Al535Mo970Ti674Nb9Fe528,1.96896196183373e-05,8.24,99.99980235065209,1.003826112786161,20.076,20.076
310,Ni8896Co1800Cr4153Al545Mo977Ti669Nb6Fe531,4.6877819289077905e-06,8.24,99.9999530993807,1.0004866055836712,20.141,20.141
311,Ni8857Co1780Cr4140Al534Mo1009Ti701Nb11Fe526,4.3634386708431493e-07,8.24,99.99999563874474,0.9994996359825598,20.2059,20.2059
312,Ni8944Co1806Cr4024Al537Mo950Ti615Nb11Fe543,7.791094824942968e-08,8.24,99.9999992008171,1.0257645668387412,20.2709,20.2709
313,Ni8783Co1769Cr4130Al529Mo1034Ti707Nb12Fe521,1.0636926225698646e-08,8.24,99.99999988583099,1.073327061069137,20.3359,20.3359
314,Ni8972Co1793Cr4003Al540Mo973Ti637Nb8Fe530,1.0136909248322089e-08,8.24,99.99999988583099,1.1262703931702,20.4008,20.4008
