,formula,thickness,density,transmission,mu_per_cm,height_mm
52,Ni8925Co11Cr3886Al199Mo306Ti196Nb486Fe3210,2.860899216738567,8.19,63.81507655927396,1.5700682890873265,3.3785
53,Ni8873Co11Cr3907Al205Mo304Ti202Nb546Fe3180,2.860900261053996,8.19,63.968463436302756,1.5616761932032799,3.4435
54,Ni8869Co13Cr3849Al200Mo304Ti192Nb510Fe3183,2.8609000188331146,8.19,63.84877766829652,1.5682223934443273,3.5085
55,Ni8563Co8Cr3730Al397Mo301Ti338Nb563Fe3048,2.8608999955915624,8.19,64.16679517223237,1.5508557409553347,3.5735
56,Ni8953Co11Cr3873Al201Mo312Ti179Nb472Fe3236,2.860899999583952,8.19,63.778970343566584,1.5720460990536032,3.6384
57,Ni8892Co10Cr3870Al205Mo317Ti207Nb510Fe3171,2.860900000072978,8.19,63.8902859722288,1.5659507685106537,3.7034
58,Ni8962Co9Cr3883Al201Mo306Ti191Nb512Fe3206,2.860900000008808,8.19,63.850631087609045,1.5681209397312161,3.7684
59,Ni8976Co7Cr3835Al198Mo306Ti197Nb543Fe3171,2.860899999998874,8.19,63.86895429644891,1.5671180080505087,3.8333
60,Ni8929Co11Cr3846Al194Mo301Ti184Nb489Fe3212,2.8609000000002354,8.19,63.77688726192259,1.5721602638831926,3.8983
61,Ni8955Co14Cr3827Al199Mo305Ti192Nb518Fe3196,2.860899999998031,8.19,63.799943003554304,1.5708968820974984,3.9633
62,Ni8960Co12Cr3791Al202Mo300Ti196Nb496Fe3207,2.8608999999752176,8.19,63.732758049088844,1.5745796795063476,4.0283
63,Ni8955Co201Cr3772Al236Mo389Ti257Nb485Fe2871,2.860900000086522,8.2,62.99104838796534,1.6154970769971193,4.0932
64,Ni8892Co199Cr3761Al234Mo385Ti262Nb481Fe2889,2.860900001436944,8.2,63.010788753589885,1.6144018454654585,4.1582
65,Ni8849Co187Cr3795Al229Mo369Ti244Nb469Fe2916,2.8608999966502555,8.2,63.05475653147796,1.6119636699517388,4.2232
66,Ni8888Co175Cr3784Al238Mo372Ti239Nb462Fe2939,2.860899917996576,8.2,63.0793061971203,1.6106030827315116,4.2882
67,Ni8986Co280Cr3804Al246Mo398Ti251Nb377Fe2864,2.860900105626655,8.2,62.479525413628934,1.6439975494883083,4.3531
68,Ni8882Co359Cr3765Al269Mo449Ti290Nb426Fe2660,2.8609045709587018,8.2,62.339109640396984,1.6518593414980904,4.4181
69,Ni8879Co350Cr3715Al259Mo446Ti284Nb471Fe2639,2.860898966309767,8.2,62.41074186502683,1.6478484060666958,4.4831
70,Ni8799Co303Cr3704Al271Mo428Ti280Nb509Fe2704,2.86064950371412,8.2,62.70174593661072,1.6317304592957036,4.548
71,Ni8835Co290Cr3825Al252Mo409Ti285Nb479Fe2750,2.8606985549626587,8.2,62.733403923134226,1.6299379795216065,4.613
72,Ni8833Co332Cr3822Al253Mo423Ti287Nb436Fe2716,2.881723324943048,8.2,62.27797685236055,1.6433302953110436,4.678
73,Ni8900Co404Cr3868Al265Mo444Ti280Nb366Fe2651,2.949874499673593,8.2,61.18273845184545,1.6655118302442922,4.7429
74,Ni8869Co394Cr3721Al271Mo442Ti281Nb382Fe2637,2.9920269086701565,8.2,60.72438607482088,1.667180263754372,4.8079
75,Ni8840Co365Cr3937Al258Mo438Ti282Nb427Fe2677,2.9893976798392687,8.2,61.144983087974616,1.645556806487179,4.8729
76,Ni8847Co357Cr3955Al262Mo407Ti302Nb386Fe2680,2.9847533930046066,8.2,61.09712143982924,1.6507408429549724,4.9379
77,Ni8836Co375Cr3912Al264Mo449Ti290Nb421Fe2660,3.0366318449522263,8.2,60.62527828461906,1.6480702042005198,5.0028
78,Ni8840Co422Cr3881Al265Mo452Ti304Nb416Fe2580,2.9970958144139535,8.2,60.77373162293992,1.661650367181553,5.0678
79,Ni8852Co419Cr3926Al276Mo468Ti304Nb429Fe2555,3.0431960481777716,8.2,60.41591471928231,1.6558828910358274,5.1328
80,Ni8809Co409Cr3920Al273Mo460Ti319Nb466Fe2559,3.080356426300816,8.2,60.16778665041085,1.6492672017774965,5.1978
81,Ni8842Co395Cr3917Al271Mo451Ti291Nb441Fe2594,3.027775308008616,8.2,60.66278245388774,1.6508484423939596,5.2627
82,Ni8916Co399Cr4016Al267Mo444Ti287Nb388Fe2625,3.032156230230318,8.2,60.52862473943348,1.6557649360231395,5.3277
83,Ni8864Co429Cr3989Al275Mo466Ti300Nb412Fe2548,3.0310598909294613,8.2,60.497244069376045,1.658074708669088,5.3927
84,Ni8867Co448Cr3849Al283Mo483Ti314Nb428Fe2518,3.0352310818642434,8.2,60.32994485659915,1.664919717595194,5.4576
85,Ni8843Co428Cr3803Al269Mo464Ti302Nb413Fe2567,2.9842407241548417,8.2,60.830702197935274,1.665668423081369,5.5226
86,Ni8873Co440Cr3785Al277Mo471Ti306Nb394Fe2557,2.990069199752874,8.2,60.67217175693259,1.671148776394479,5.5876
87,Ni8889Co453Cr3914Al282Mo468Ti294Nb361Fe2563,3.003468960937026,8.2,60.50870777722198,1.6726755216724563,5.6526
88,Ni8803Co425Cr3804Al278Mo475Ti329Nb439Fe2531,3.034804142328273,8.2,60.433278931476785,1.659514859847307,5.7175
89,Ni8851Co427Cr3813Al277Mo472Ti319Nb423Fe2551,2.9847619737669553,8.2,60.87460905525261,1.6629601658648703,5.7825
90,Ni8870Co435Cr3558Al273Mo471Ti317Nb425Fe2524,2.989110439474435,8.2,60.57415731743845,1.6770937070570813,5.8475
91,Ni8839Co464Cr3668Al284Mo480Ti327Nb408Fe2488,2.989079473745641,8.2,60.538830533395895,1.6790627490642065,5.9124
92,Ni8910Co448Cr3614Al276Mo446Ti292Nb355Fe2569,2.988999488057428,8.2,60.36071748547298,1.6889653792366197,5.9774
93,Ni8665Co421Cr3504Al274Mo503Ti399Nb624Fe2383,2.9889965145947235,8.2,61.14215701740601,1.645932297929677,6.0424
94,Ni8758Co437Cr3535Al285Mo493Ti346Nb495Fe2464,2.9889984698441654,8.2,60.78686685607051,1.665428841893118,6.1074
95,Ni8877Co450Cr3866Al280Mo444Ti306Nb387Fe2540,2.98910928763965,8.2,60.6319709390574,1.6739028607883062,6.1723
96,Ni8937Co441Cr3959Al277Mo447Ti279Nb333Fe2593,2.9891981845992546,8.2,60.61896305001338,1.6745708692858243,6.2373
97,Ni8822Co399Cr3997Al269Mo456Ti305Nb452Fe2560,2.983200221815574,8.2,61.18772199656909,1.6466331491120125,6.3023
98,Ni8834Co422Cr3951Al281Mo459Ti329Nb465Fe2514,3.0305533272564897,8.2,60.609870129655185,1.6522145584611527,6.3673
99,Ni8849Co429Cr3976Al274Mo457Ti304Nb416Fe2559,2.9837742865356343,8.2,60.95985949348981,1.6588204467833711,6.4322
100,Ni8932Co442Cr3963Al273Mo453Ti292Nb382Fe2571,2.9843548905640374,8.2,60.77563924968683,1.6686391726254532,6.4972
101,Ni8901Co455Cr3840Al286Mo470Ti299Nb385Fe2523,2.917601817072302,8.2,61.350965972644424,1.6745234624579397,6.5622
102,Ni8716Co436Cr3645Al275Mo499Ti378Nb606Fe2371,2.857922664091324,8.2,62.44001582046026,1.647923657584468,6.6271
103,Ni8935Co443Cr3876Al279Mo454Ti268Nb316Fe2610,2.8614458461419705,8.2,61.8311430527964,1.680140185812157,6.6921
104,Ni8752Co435Cr3869Al278Mo489Ti347Nb493Fe2493,2.8609541975675676,8.2,62.351567166428936,1.6511322676634244,6.7571
105,Ni8800Co438Cr3877Al285Mo501Ti343Nb486Fe2466,2.8609533892166406,8.2,62.329822678430844,1.6523519112067957,6.822
106,Ni8847Co456Cr3820Al284Mo475Ti299Nb393Fe2525,2.861471273377187,8.2,61.955247434551644,1.67311788730275,6.887
107,Ni8864Co456Cr3865Al284Mo469Ti310Nb397Fe2543,2.858019695643775,8.2,62.02204330111412,1.6713682125588034,6.952
108,Ni8787Co444Cr3769Al272Mo486Ti326Nb477Fe2471,2.9181105692694973,8.2,61.58686172522496,1.6610803818841298,7.017
109,Ni8917Co449Cr3855Al293Mo471Ti319Nb390Fe2518,2.985025521800269,8.2,60.716116495519366,1.67154688925018,7.0819
110,Ni8874Co432Cr3896Al278Mo452Ti327Nb393Fe2551,2.988052528508448,8.2,60.77682576228677,1.666508939011863,7.1469
111,Ni8874Co425Cr3775Al271Mo468Ti322Nb446Fe2531,2.9889392773694627,8.2,60.830697562674466,1.6630502803210443,7.2119
112,Ni8822Co424Cr3818Al276Mo477Ti332Nb483Fe2516,2.9865026739201763,8.2,61.01226961118843,1.6544274518440807,7.2769
113,Ni8864Co432Cr3992Al275Mo450Ti286Nb361Fe2574,3.028030613060249,8.2,60.38446559350109,1.6658956620576244,7.3418
114,Ni8721Co430Cr3861Al514Mo453Ti341Nb450Fe2487,3.0590871549332324,8.2,60.3776233091902,1.6493535461710755,7.4068
115,Ni8835Co439Cr3966Al275Mo473Ti295Nb388Fe2551,3.0312275915854565,8.2,60.41334009448763,1.6625615454982796,7.4718
116,Ni8806Co482Cr3827Al286Mo501Ti361Nb469Fe2397,3.0983684079338247,8.21,59.6330136188292,1.668493792316472,7.5367
117,Ni8856Co640Cr3916Al317Mo538Ti362Nb338Fe2246,3.116041390257884,8.21,58.62814880711055,1.7135691821614492,7.6017
118,Ni8886Co662Cr3891Al319Mo542Ti345Nb304Fe2232,3.094454187767628,8.21,58.64905269170133,1.7243711831880253,7.6667
119,Ni8836Co668Cr3995Al359Mo555Ti383Nb333Fe2203,3.116677117691869,8.21,58.62615201438588,1.713328935545813,7.7317
120,Ni8816Co710Cr3986Al324Mo586Ti414Nb347Fe2090,3.1131805352049327,8.21,58.5325017072008,1.7203885069794345,7.7966
121,Ni8954Co712Cr4104Al335Mo532Ti339Nb271Fe2197,3.163240744902165,8.21,57.82178045433395,1.7317830067270663,7.8616
122,Ni8870Co726Cr4028Al320Mo563Ti375Nb307Fe2123,3.1308177252087575,8.21,58.17142845290159,1.7304612385523448,7.9266
123,Ni8824Co708Cr3993Al331Mo577Ti389Nb340Fe2121,3.117879872069586,8.21,58.471728208962105,1.7211273335237294,7.9915
124,Ni8803Co712Cr3927Al327Mo573Ti402Nb360Fe2105,3.1169010037867624,8.21,58.44694269302928,1.7230281139807868,8.0565
125,Ni8949Co738Cr4064Al326Mo545Ti346Nb275Fe2164,3.117082367221479,8.21,58.165726899427405,1.7384009331908994,8.1215
126,Ni8731Co724Cr3789Al331Mo615Ti442Nb459Fe1989,3.117103290325698,8.21,58.58229516308423,1.7154954955714894,8.1865
127,Ni8886Co751Cr3868Al330Mo559Ti372Nb292Fe2107,3.1171003700241746,8.21,58.02305487303406,1.7462695838948683,8.2514
128,Ni8879Co747Cr3814Al338Mo576Ti402Nb346Fe2071,3.1170999833324844,8.21,58.149144151105695,1.7393058547446973,8.3164
129,Ni8870Co753Cr3892Al339Mo579Ti375Nb282Fe2086,3.117100323694203,8.21,58.06224321751101,1.7441036074775866,8.3814
130,Ni8734Co776Cr3642Al340Mo625Ti453Nb382Fe1956,3.1170983068724962,8.21,58.09351275547786,1.7423774659241735,8.4464
131,Ni8877Co793Cr3996Al351Mo595Ti400Nb297Fe2023,3.117080194003127,8.21,58.0487128455212,1.7448625554779151,8.5113
132,Ni8858Co781Cr3965Al349Mo611Ti412Nb329Fe2004,3.1171749057935894,8.21,58.17398567834285,1.7378938590888917,8.5763
133,Ni8768Co760Cr3875Al327Mo602Ti420Nb370Fe2005,3.1182618703514757,8.21,58.26118297179042,1.7324848010898721,8.6413
134,Ni8842Co788Cr3951Al331Mo586Ti404Nb328Fe2012,3.1140608436172474,8.21,58.10458326533732,1.7434650981473534,8.7062
135,Ni8785Co793Cr4027Al338Mo600Ti414Nb307Fe1983,3.1473247229938024,8.21,57.81996400293896,1.7406404492323004,8.7712
136,Ni8919Co825Cr4044Al358Mo607Ti396Nb257Fe1975,3.116461106522177,8.21,57.87998795895328,1.7545493865306132,8.8362
137,Ni8807Co818Cr3981Al347Mo620Ti412Nb323Fe1972,3.1166936768056988,8.21,58.05716212680606,1.744611961442102,8.9012
138,Ni8776Co815Cr4005Al347Mo628Ti445Nb329Fe1945,3.1171038609075445,8.21,58.12583146075494,1.740590117275578,8.9661
139,Ni8910Co824Cr3974Al347Mo590Ti380Nb257Fe2017,3.1171075038876914,8.21,57.78679944248124,1.7593548475864254,9.0311
140,Ni8868Co816Cr3995Al350Mo599Ti380Nb264Fe2009,3.1171000765196717,8.21,57.8854297323176,1.7538881172871439,9.0961
141,Ni8822Co810Cr4032Al342Mo602Ti441Nb328Fe1972,3.117099863138738,8.21,58.09999163990752,1.742018831167311,9.161
142,Ni8888Co823Cr4042Al350Mo589Ti386Nb276Fe2006,3.11709999525109,8.21,57.89668914618068,1.753264207607687,9.226
143,Ni8884Co812Cr3956Al340Mo615Ti398Nb319Fe1989,3.1171000327247778,8.21,58.005922127041046,1.7472171868009685,9.291
144,Ni8821Co842Cr3870Al355Mo642Ti447Nb302Fe1913,3.1171000852841817,8.21,57.85052742856356,1.7558230414191076,9.356
145,Ni8975Co878Cr3685Al351Mo575Ti328Nb196Fe2002,3.117098417501077,8.21,57.10736510410085,1.7973031856720614,9.4209
146,Ni8845Co817Cr3795Al353Mo607Ti388Nb275Fe1996,3.117093650801114,8.21,57.75454515134584,1.7611538094875094,9.4859
147,Ni8755Co810Cr3752Al349Mo634Ti453Nb360Fe1923,3.1171809382105287,8.21,58.009163704215915,1.746992567373701,9.5509
148,Ni8834Co823Cr3691Al345Mo606Ti400Nb304Fe1986,3.1175330502885745,8.21,57.69351924831374,1.7642967306625903,9.6158
149,Ni8873Co818Cr3982Al339Mo593Ti371Nb239Fe2045,3.1130510389570123,8.21,57.84082927557882,1.7586453417657861,9.6808
150,Ni8713Co800Cr3850Al340Mo653Ti462Nb421Fe1905,3.166006936386372,8.21,57.827052367081464,1.7299819513223305,9.7458
151,Ni8938Co838Cr3877Al348Mo575Ti402Nb246Fe1998,3.125466379235485,8.21,57.495095126840965,1.770841457909078,9.8108
152,Ni8845Co837Cr4056Al357Mo610Ti413Nb297Fe1958,3.120263348056868,8.21,57.921505305069246,1.7501133332393792,9.8757
153,Ni8787Co822Cr4003Al342Mo621Ti437Nb350Fe1922,3.0838641720306104,8.21,58.44354509251867,1.7416750832516552,9.9407
154,Ni8905Co846Cr3952Al348Mo598Ti375Nb248Fe1995,3.015651293202071,8.21,58.703681158458124,1.7663439766174664,10.0057
155,Ni8841Co833Cr4007Al356Mo618Ti425Nb304Fe1939,2.987975935465803,8.21,59.26830184462592,1.7506685899602545,10.0707
156,Ni8769Co808Cr3958Al347Mo635Ti456Nb345Fe1930,2.989336422538245,8.21,59.45747165646244,1.739211709853362,10.1356
157,Ni8888Co826Cr4086Al343Mo615Ti403Nb273Fe1996,2.9873953434761704,8.21,59.28567557851379,1.7500277251457406,10.2006
158,Ni8866Co816Cr4083Al343Mo603Ti407Nb305Fe1983,3.0567599057327315,8.21,58.661227032981365,1.7449561672976008,10.2656
159,Ni8835Co844Cr4188Al348Mo616Ti431Nb310Fe1931,3.034462780361634,8.21,58.90713805432111,1.7439921053605822,10.3305
160,Ni8901Co823Cr3832Al354Mo590Ti402Nb266Fe1983,3.048151208124655,8.21,58.386560429070485,1.7652813641356517,10.3955
161,Ni8859Co833Cr3609Al354Mo625Ti437Nb306Fe1936,3.1166020657719584,8.21,57.62443536677807,1.7686681568378917,10.4605
162,Ni8827Co824Cr3502Al352Mo592Ti428Nb300Fe1957,3.1162311184951985,8.21,57.49676557893715,1.7759962901444468,10.5255
163,Ni8782Co826Cr3601Al344Mo649Ti439Nb356Fe1900,3.1170930248358744,8.21,57.81087953108571,1.758026457582904,10.5904
164,Ni8899Co829Cr3582Al344Mo597Ti390Nb272Fe1960,3.117097402867813,8.21,57.44920159217107,1.7781577140266134,10.6554
165,Ni8775Co823Cr3659Al338Mo624Ti404Nb320Fe1952,3.117071496459051,8.21,57.74863128922598,1.7614948457558721,10.7204
166,Ni8841Co817Cr3656Al344Mo613Ti455Nb359Fe1913,3.118079497074016,8.21,57.802550013066764,1.7579323873049584,10.7853
167,Ni8899Co837Cr3790Al349Mo597Ti370Nb237Fe1996,3.119778655593308,8.22,57.472660852665555,1.7753208667296871,10.8503
168,Ni8793Co919Cr3970Al361Mo656Ti458Nb303Fe1799,3.186615643496051,8.22,56.90534995702205,1.769215018376046,10.9153
169,Ni8939Co1022Cr3998Al381Mo668Ti416Nb198Fe1729,3.2487151723238563,8.22,55.62678986828836,1.805345305764067,10.9803
170,Ni8805Co970Cr3936Al370Mo671Ti480Nb280Fe1720,3.2180986310186475,8.22,56.31927949867561,1.7840760431592688,11.0452
171,Ni8873Co994Cr4172Al378Mo638Ti417Nb214Fe1764,3.1504282708190576,8.22,56.87903882376819,1.7910050648621882,11.1102
172,Ni8801Co1037Cr3995Al386Mo718Ti491Nb258Fe1618,3.1146784426657335,8.22,57.17896166233959,1.794676942272184,11.1752
